onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	0	1	2	2.1076340849977	1	1	0	0	0	0	0	0	0	0	0	0
14	5	0	1	1	1.86147277499549	1	1	1	0	0	0	1	0	0	1	0	1
26	5	0	1	4	2.61963019205723	2	0	0	1	1	0	1	1	1	0	1	1
38	5	0	2	8	2.23830970795825	1	0	0	0	1	0	0	0	0	1	0	0
50	5	0	2	6	2.78930386702996	2	1	1	0	1	1	1	1	1	1	0	1
62	5	1	2	8	3.2944638930494	2	1	1	0	1	1	1	1	1	1	1	1
74	5	1	1	4	3.13684974005446	2	0	0	0	1	1	0	0	0	0	0	0
86	5	0	2	9	2.625980559038	2	1	0	0	0	0	0	1	0	1	1	1
98	5	0	1	3	3.13050768710673	2	0	0	0	0	1	0	1	1	0	1	0
110	5	0	2	7	3.03176208701916	1	0	0	1	1	1	0	0	1	1	1	1
122	5	0	2	8	1.60011704091448	2	1	0	0	0	0	0	0	1	1	0	0
134	5	1	1	2	3.41807712102309	1	1	0	1	1	1	0	1	1	1	1	1
146	5	1	2	6	2.32393536204472	1	0	1	1	1	1	1	1	1	1	0	1
158	5	0	2	6	2.18701274099294	2	1	1	0	1	1	0	0	0	0	0	0
170	5	0	1	0	2.61080490797758	1	1	0	0	1	1	0	0	1	0	1	0
182	5	1	2	6	2.17172577697784	2	1	0	1	1	0	1	0	0	1	1	1
194	5	0	1	1	2.98821897490416	1	1	1	1	1	1	0	1	0	1	1	1
206	5	1	2	8	2.54308045399375	2	1	1	0	1	0	0	0	0	0	0	0
218	5	0	1	3	0.239795477013104	1	1	0	0	0	0	0	0	0	0	0	1
230	5	1	1	2	2.78513168403879	1	1	1	1	0	1	1	1	0	1	1	1
