onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	0	1	3	2.26263140409719	1	1	0	0	0	0	0	0	0	0	0	0
14	5	1	1	2	3.26371519698296	2	0	1	0	0	0	1	0	0	1	0	1
26	5	0	2	6	3.48252735100687	1	0	0	1	1	0	1	1	1	0	1	1
38	5	1	2	6	3.50743602204602	2	1	0	0	1	0	0	0	0	1	0	0
50	5	0	1	2	1.86261393805034	1	1	1	0	1	1	1	1	1	1	0	1
62	5	0	2	7	2.75937009602785	2	1	1	0	1	1	1	1	1	1	1	1
74	5	0	1	2	2.14395940897521	1	1	0	0	1	1	0	0	0	0	0	0
86	5	1	2	6	3.84203616599552	1	0	0	0	0	0	0	1	0	1	1	1
98	5	0	1	4	3.23506493493915	2	0	0	0	0	1	0	1	1	0	1	0
110	5	0	1	1	3.22871326399036	1	1	0	1	1	1	0	0	1	1	1	1
122	5	0	2	7	3.03662945108954	2	1	0	0	0	0	0	0	1	1	0	0
134	5	0	2	8	3.30282354005612	2	1	0	1	1	1	0	1	1	1	1	1
146	5	1	1	4	2.80825219803955	1	1	1	1	1	1	1	1	1	1	0	1
158	5	1	1	2	2.6323848121101	1	1	1	0	1	1	0	0	0	0	0	0
170	5	0	2	9	2.1218206359772	2	1	0	0	1	1	0	0	1	0	1	0
182	5	1	1	2	3.24312147498131	1	1	0	1	1	0	1	0	0	1	1	1
194	5	0	2	9	1.86937280697748	2	1	1	1	1	1	0	1	0	1	1	1
206	5	0	1	4	2.30933601595461	1	1	1	0	1	0	0	0	0	0	0	0
218	5	1	2	6	3.31067777308635	2	1	0	0	0	0	0	0	0	0	0	1
230	5	0	1	0	2.75931034702808	1	1	1	1	0	1	1	1	0	1	1	1
