onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	1	1	4	2.82563619106077	2	0	0	0	0	0	0	0	0	0	0	0
14	5	0	1	2	2.85295495809987	1	1	1	0	0	0	1	0	0	1	0	1
26	5	1	2	6	1.65416692593135	2	1	0	1	1	0	1	1	1	0	1	1
38	5	0	2	6	2.6133987349458	2	1	0	0	1	0	0	0	0	1	0	0
50	5	0	1	4	3.57639569696039	2	0	1	0	1	1	1	1	1	1	0	1
62	5	0	2	10	1.72252823505551	2	1	1	0	1	1	1	1	1	1	1	1
74	5	1	1	2	4.4913027738221	2	0	0	0	1	1	0	0	0	0	0	0
86	5	0	2	9	1.92247153492644	2	1	0	0	0	0	0	1	0	1	1	1
98	5	1	2	8	4.82784036314115	2	1	0	0	0	1	0	1	1	0	1	0
110	5	0	1	1	2.85532829095609	1	1	0	1	1	1	0	0	1	1	1	1
122	5	0	2	7	3.95214706100523	2	1	0	0	0	0	0	0	1	1	0	0
134	5	0	1	3	4.92242963099852	1	1	0	1	1	1	0	1	1	1	1	1
146	5	1	1	4	2.49048091215082	2	0	1	1	1	1	1	1	1	1	0	1
158	5	1	2	6	4.0917847068049	2	1	1	0	1	1	0	0	0	0	0	0
170	5	0	2	8	3.11785922502168	2	1	0	0	1	1	0	0	1	0	1	0
182	5	0	1	1	1.58359661116265	1	1	0	1	1	0	1	0	0	1	1	1
194	5	1	2	6	2.51949550583959	2	1	1	1	1	1	0	1	0	1	1	1
206	5	0	2	8	2.58596333907917	2	1	1	0	1	0	0	0	0	0	0	0
218	5	0	2	6	3.17857861891389	2	1	0	0	0	0	0	0	0	0	0	1
230	5	0	1	3	2.91623950609937	1	1	1	1	0	1	1	1	0	1	1	1
