onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	1	1	4	2.92354589499996	1	1	0	0	0	0	0	0	0	0	0	0
14	5	1	2	8	2.28404608899996	2	1	1	0	0	0	1	0	0	1	0	1
26	5	0	2	8	3.47813279799993	1	0	0	1	1	0	1	1	1	0	1	1
38	5	0	1	2	2.94333467399997	2	0	0	0	1	0	0	0	0	1	0	0
50	5	0	1	3	2.76846592100014	2	0	1	0	1	1	1	1	1	1	0	1
62	5	0	2	10	1.39381480300017	2	1	1	0	1	1	1	1	1	1	1	1
74	5	0	1	1	n/a	n/a	0	0	0	1	1	0	0	0	0	0	0
86	5	1	1	2	1.69264482900007	1	1	0	0	0	0	0	1	0	1	1	1
98	5	0	1	3	3.88666645800004	1	1	0	0	0	1	0	1	1	0	1	0
110	5	0	2	8	2.12747210800012	2	1	0	1	1	1	0	0	1	1	1	1
122	5	1	1	2	1.73598712600005	1	1	0	0	0	0	0	0	1	1	0	0
134	5	1	2	6	1.77792223599999	2	1	0	1	1	1	0	1	1	1	1	1
146	5	0	2	7	2.05105336999986	1	0	1	1	1	1	1	1	1	1	0	1
158	5	1	2	8	1.33193660899997	2	1	1	0	1	1	0	0	0	0	0	0
170	5	0	1	1	1.11788379199993	1	1	0	0	1	1	0	0	1	0	1	0
182	5	1	2	6	1.591380157	2	1	0	1	1	0	1	0	0	1	1	1
194	5	0	2	6	1.64816751100011	2	1	1	1	1	1	0	1	0	1	1	1
206	5	0	2	9	1.24151087600012	2	1	1	0	1	0	0	0	0	0	0	0
218	5	0	1	4	3.63505247400008	1	1	0	0	0	0	0	0	0	0	0	1
230	5	0	2	6	1.94833484700007	2	1	1	1	0	1	1	1	0	1	1	1
