onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	0	1	4	2.34610349299999	2	0	0	0	0	0	0	0	0	0	0	0
14	5	0	2	6	n/a	n/a	0	1	0	0	0	1	0	0	1	0	1
26	5	0	1	3	4.34290604399996	2	0	0	1	1	0	1	1	1	0	1	1
38	5	1	1	4	2.36018369500005	1	1	0	0	1	0	0	0	0	1	0	0
50	5	0	2	7	3.43272705700002	1	0	1	0	1	1	1	1	1	1	0	1
62	5	1	1	4	n/a	n/a	0	1	0	1	1	1	1	1	1	1	1
74	5	1	2	8	2.70027895499999	2	1	0	0	1	1	0	0	0	0	0	0
86	5	0	1	1	1.79792834800003	1	1	0	0	0	0	0	1	0	1	1	1
98	5	0	1	4	1.75850321600001	1	1	0	0	0	1	0	1	1	0	1	0
110	5	1	1	2	1.47279468300002	1	1	0	1	1	1	0	0	1	1	1	1
122	5	0	2	9	2.289722794	2	1	0	0	0	0	0	0	1	1	0	0
134	5	0	2	9	3.74716454000003	1	0	0	1	1	1	0	1	1	1	1	1
146	5	0	1	2	n/a	n/a	0	1	1	1	1	1	1	1	1	0	1
158	5	1	2	8	1.60581451899998	2	1	1	0	1	1	0	0	0	0	0	0
170	5	1	2	6	2.5352177499999	1	0	0	0	1	1	0	0	1	0	1	0
182	5	0	1	0	1.57628922100002	1	1	0	1	1	0	1	0	0	1	1	1
194	5	1	1	2	1.68966347999992	1	1	1	1	1	1	0	1	0	1	1	1
206	5	0	1	2	1.45003936000001	1	1	1	0	1	0	0	0	0	0	0	0
218	5	0	2	8	1.76407506499993	2	1	0	0	0	0	0	0	0	0	0	1
230	5	0	2	7	3.23003577399993	1	0	1	1	0	1	1	1	0	1	1	1
