onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	1	2	8	1.96023110498209	2	1	0	0	0	0	0	0	0	0	0	0
14	5	0	2	9	1.43128264602274	2	1	1	0	0	0	1	0	0	1	0	1
26	5	0	1	2	2.19350011902861	1	1	0	1	1	0	1	1	1	0	1	1
38	5	0	1	1	2.26704248203896	1	1	0	0	1	0	0	0	0	1	0	0
50	5	0	2	9	1.09221162495669	2	1	1	0	1	1	1	1	1	1	0	1
62	5	1	1	4	2.67791693203617	2	0	1	0	1	1	1	1	1	1	1	1
74	5	0	2	8	1.46588705608156	2	1	0	0	1	1	0	0	0	0	0	0
86	5	0	1	4	1.91992255300283	1	1	0	0	0	0	0	1	0	1	1	1
98	5	0	2	7	3.34468904498499	2	1	0	0	0	1	0	1	1	0	1	0
110	5	0	2	7	1.06607820198406	2	1	0	1	1	1	0	0	1	1	1	1
122	5	0	1	4	4.98804847407155	1	1	0	0	0	0	0	0	1	1	0	0
134	5	0	1	3	3.10854388796724	2	0	0	1	1	1	0	1	1	1	1	1
146	5	1	2	6	1.42255141492933	2	1	1	1	1	1	1	1	1	1	0	1
158	5	0	1	2	1.83230187301524	1	1	1	0	1	1	0	0	0	0	0	0
170	5	1	1	2	1.89739321905654	1	1	0	0	1	1	0	0	1	0	1	0
182	5	0	2	6	2.25953699403908	1	0	0	1	1	0	1	0	0	1	1	1
194	5	1	1	2	2.32745139999315	1	1	1	1	1	1	0	1	0	1	1	1
206	5	0	1	0	2.39228451997042	1	1	1	0	1	0	0	0	0	0	0	0
218	5	1	1	2	3.20146562997252	1	1	0	0	0	0	0	0	0	0	0	1
230	5	1	2	6	1.32262219802942	2	1	1	1	0	1	1	1	0	1	1	1
