onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	0	2	6	0.334499516058713	2	1	0	0	0	0	0	0	0	0	0	0
14	5	1	2	6	0.289157260092907	2	1	1	0	0	0	1	0	0	1	0	1
26	5	0	2	9	4.516773054027	2	1	0	1	1	0	1	1	1	0	1	1
38	5	0	1	3	1.51071652595419	1	1	0	0	1	0	0	0	0	1	0	0
50	5	0	1	1	2.27207109099254	1	1	1	0	1	1	1	1	1	1	0	1
62	5	0	1	1	4.10702426498756	1	1	1	0	1	1	1	1	1	1	1	1
74	5	0	2	7	2.74879211199004	2	1	0	0	1	1	0	0	0	0	0	0
86	5	0	1	2	3.87914927408565	2	0	0	0	0	0	0	1	0	1	1	1
98	5	1	2	8	1.55303519708104	2	1	0	0	0	1	0	1	1	0	1	0
110	5	1	2	6	4.20213156298269	2	1	0	1	1	1	0	0	1	1	1	1
122	5	0	1	3	3.57971090497449	1	1	0	0	0	0	0	0	1	1	0	0
134	5	1	1	2	3.67354378500022	1	1	0	1	1	1	0	1	1	1	1	1
146	5	0	2	8	1.71444691403303	2	1	1	1	1	1	1	1	1	1	0	1
158	5	0	2	10	1.84460440895054	2	1	1	0	1	1	0	0	0	0	0	0
170	5	1	1	4	3.04506390204187	1	1	0	0	1	1	0	0	1	0	1	0
182	5	1	2	6	2.35063903592527	2	1	0	1	1	0	1	0	0	1	1	1
194	5	0	2	8	1.51860067993402	2	1	1	1	1	1	0	1	0	1	1	1
206	5	0	1	4	1.98580587597098	2	0	1	0	1	0	0	0	0	0	0	0
218	5	0	2	6	3.64213715610094	2	1	0	0	0	0	0	0	0	0	0	1
230	5	1	1	2	3.86816334200557	2	0	1	1	0	1	1	1	0	1	1	1
