onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	0	2	6	2.91683325497434	2	1	0	0	0	0	0	0	0	0	0	0
14	5	0	2	7	4.0586338439025	2	1	1	0	0	0	1	0	0	1	0	1
26	5	0	1	3	2.0830442069564	1	1	0	1	1	0	1	1	1	0	1	1
38	5	1	1	2	3.06926901009865	1	1	0	0	1	0	0	0	0	1	0	0
50	5	1	1	2	3.63771974807605	1	1	1	0	1	1	1	1	1	1	0	1
62	5	0	2	9	1.38512463122606	2	1	1	0	1	1	1	1	1	1	1	1
74	5	0	2	10	1.46660954412073	2	1	0	0	1	1	0	0	0	0	0	0
86	5	0	1	2	1.4199675489217	1	1	0	0	0	0	0	1	0	1	1	1
98	5	0	1	2	4.12434672890231	2	0	0	0	0	1	0	1	1	0	1	0
110	5	1	2	6	1.38276542490348	1	0	0	1	1	1	0	0	1	1	1	1
122	5	0	1	4	2.48790324991569	2	0	0	0	0	0	0	0	1	1	0	0
134	5	0	2	7	1.80946208187379	2	1	0	1	1	1	0	1	1	1	1	1
146	5	0	2	8	2.33082179585472	2	1	1	1	1	1	1	1	1	1	0	1
158	5	0	1	4	2.22734339209273	1	1	1	0	1	1	0	0	0	0	0	0
170	5	1	1	4	3.02781230211258	1	1	0	0	1	1	0	0	1	0	1	0
182	5	0	1	1	2.17400861997157	1	1	0	1	1	0	1	0	0	1	1	1
194	5	1	2	6	3.05567346280441	2	1	1	1	1	1	0	1	0	1	1	1
206	5	1	1	2	3.18511950713582	2	0	1	0	1	0	0	0	0	0	0	0
218	5	0	2	9	1.33823470305651	2	1	0	0	0	0	0	0	0	0	0	1
230	5	1	2	8	1.57187063712627	2	1	1	1	0	1	1	1	0	1	1	1
