onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	1	2	8	1.96986152091995	2	1	0	0	0	0	0	0	0	0	0	0
14	5	0	2	6	1.10769290197641	2	1	1	0	0	0	1	0	0	1	0	1
26	5	1	1	2	1.07794292620383	1	1	0	1	1	0	1	1	1	0	1	1
38	5	0	1	3	2.13447681395337	1	1	0	0	1	0	0	0	0	1	0	0
50	5	0	2	7	1.50214561796747	2	1	1	0	1	1	1	1	1	1	0	1
62	5	1	2	6	1.34301514504477	1	0	1	0	1	1	1	1	1	1	1	1
74	5	0	1	1	2.5546538499184	2	0	0	0	1	1	0	0	0	0	0	0
86	5	0	2	6	1.52859052200802	2	1	0	0	0	0	0	1	0	1	1	1
98	5	0	2	10	1.59700971003622	2	1	0	0	0	1	0	1	1	0	1	0
110	5	0	1	4	0.910141969099641	1	1	0	1	1	1	0	0	1	1	1	1
122	5	0	1	1	1.19049404584803	1	1	0	0	0	0	0	0	1	1	0	0
134	5	1	1	4	1.30491363909096	2	0	0	1	1	1	0	1	1	1	1	1
146	5	0	2	8	1.28793142200448	1	0	1	1	1	1	1	1	1	1	0	1
158	5	0	1	3	2.08301208284684	1	1	1	0	1	1	0	0	0	0	0	0
170	5	0	2	8	1.65089079295285	2	1	0	0	1	1	0	0	1	0	1	0
182	5	1	2	8	3.34135397616774	2	1	0	1	1	0	1	0	0	1	1	1
194	5	1	1	4	0.999888838967308	1	1	1	1	1	1	0	1	0	1	1	1
206	5	0	1	2	3.03359184600413	1	1	1	0	1	0	0	0	0	0	0	0
218	5	0	2	9	n/a	n/a	0	0	0	0	0	0	0	0	0	0	1
230	5	1	2	8	2.27535684802569	2	1	1	1	0	1	1	1	0	1	1	1
