onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	1	2	8	1.12245145067573	2	1	0	0	0	0	0	0	0	0	0	0
14	5	1	1	4	1.44998001493514	1	1	1	0	0	0	1	0	0	1	0	1
26	5	0	2	7	3.00356780923903	2	1	0	1	1	0	1	1	1	0	1	1
38	5	0	1	4	1.83778732828796	1	1	0	0	1	0	0	0	0	1	0	0
50	5	1	1	2	1.86409974098206	1	1	1	0	1	1	1	1	1	1	0	1
62	5	0	2	8	2.13668422028422	2	1	1	0	1	1	1	1	1	1	1	1
74	5	1	1	2	1.17007129080594	1	1	0	0	1	1	0	0	0	0	0	0
86	5	0	2	8	1.39543303288519	2	1	0	0	0	0	0	1	0	1	1	1
98	5	1	2	6	2.53250744380057	2	1	0	0	0	1	0	1	1	0	1	0
110	5	1	2	6	2.67608315683901	2	1	0	1	1	1	0	0	1	1	1	1
122	5	0	1	1	1.08007594384253	1	1	0	0	0	0	0	0	1	1	0	0
134	5	0	2	6	2.41685681045055	1	0	0	1	1	1	0	1	1	1	1	1
146	5	0	1	1	1.44999618828297	1	1	1	1	1	1	1	1	1	1	0	1
158	5	0	1	3	0.874838147312403	1	1	1	0	1	1	0	0	0	0	0	0
170	5	0	2	6	1.77930930070579	2	1	0	0	1	1	0	0	1	0	1	0
182	5	0	1	2	1.05371131747961	1	1	0	1	1	0	1	0	0	1	1	1
194	5	0	1	3	1.3517118319869	1	1	1	1	1	1	0	1	0	1	1	1
206	5	0	2	10	1.30521118827164	2	1	1	0	1	0	0	0	0	0	0	0
218	5	1	2	8	2.7382110953331	2	1	0	0	0	0	0	0	0	0	0	1
230	5	0	2	9	2.17960491031408	2	1	1	1	0	1	1	1	0	1	1	1
