onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	1	2	8	1.1581495758146	2	1	0	0	0	0	0	0	0	0	0	0
14	5	0	1	2	1.15943792462349	2	0	1	0	0	0	1	0	0	1	0	1
26	5	0	2	6	2.05661324970424	2	1	0	1	1	0	1	1	1	0	1	1
38	5	0	1	0	1.02615765482187	1	1	0	0	1	0	0	0	0	1	0	0
50	5	1	1	2	2.19463466107845	1	1	1	0	1	1	1	1	1	1	0	1
62	5	0	2	8	1.54848222248256	2	1	1	0	1	1	1	1	1	1	1	1
74	5	0	1	2	1.9738856125623	1	1	0	0	1	1	0	0	0	0	0	0
86	5	1	1	4	2.30405671708286	1	1	0	0	0	0	0	1	0	1	1	1
98	5	0	2	9	1.96111794002354	2	1	0	0	0	1	0	1	1	0	1	0
110	5	0	2	9	0.896955687552691	2	1	0	1	1	1	0	0	1	1	1	1
122	5	0	1	4	2.94640276022255	2	0	0	0	0	0	0	0	1	1	0	0
134	5	0	2	7	1.85882453434169	2	1	0	1	1	1	0	1	1	1	1	1
146	5	1	2	8	2.75007375143468	2	1	1	1	1	1	1	1	1	1	0	1
158	5	0	1	1	1.95868436060846	1	1	1	0	1	1	0	0	0	0	0	0
170	5	1	1	4	3.46394501999021	2	0	0	0	1	1	0	0	1	0	1	0
182	5	0	2	7	2.64997440390289	2	1	0	1	1	0	1	0	0	1	1	1
194	5	0	1	3	n/a	n/a	0	1	1	1	1	0	1	0	1	1	1
206	5	1	1	2	1.5803328640759	1	1	1	0	1	0	0	0	0	0	0	0
218	5	0	1	4	2.25431714393198	2	0	0	0	0	0	0	0	0	0	0	1
230	5	1	2	6	1.87968722172081	1	0	1	1	0	1	1	1	0	1	1	1
