onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	0	2	9	4.39369302615523	2	1	0	0	0	0	0	0	0	0	0	0
14	5	0	2	6	2.89460847899318	1	0	1	0	0	0	1	0	0	1	0	1
26	5	1	1	4	0.192685190588236	1	1	0	1	1	0	1	1	1	0	1	1
38	5	0	1	3	1.65744572877884	2	0	0	0	1	0	0	0	0	1	0	0
50	5	0	1	1	2.97828574478626	1	1	1	0	1	1	1	1	1	1	0	1
62	5	0	2	7	3.42090729624033	2	1	1	0	1	1	1	1	1	1	1	1
74	5	1	2	8	3.0302227884531	2	1	0	0	1	1	0	0	0	0	0	0
86	5	1	1	2	3.37483061850071	2	0	0	0	0	0	0	1	0	1	1	1
98	5	0	1	2	1.8487232029438	1	1	0	0	0	1	0	1	1	0	1	0
110	5	0	1	4	3.62659100443125	2	0	0	1	1	1	0	0	1	1	1	1
122	5	1	2	6	2.93808817490935	1	0	0	0	0	0	0	0	1	1	0	0
134	5	1	2	8	2.49995243176818	2	1	0	1	1	1	0	1	1	1	1	1
146	5	0	2	7	n/a	n/a	0	1	1	1	1	1	1	1	1	0	1
158	5	1	1	2	2.24670546129346	1	1	1	0	1	1	0	0	0	0	0	0
170	5	0	1	2	2.36063888669014	1	1	0	0	1	1	0	0	1	0	1	0
182	5	0	2	9	1.53716269880533	2	1	0	1	1	0	1	0	0	1	1	1
194	5	0	1	4	1.79555474966764	1	1	1	1	1	1	0	1	0	1	1	1
206	5	0	1	0	2.54076974838972	1	1	1	0	1	0	0	0	0	0	0	0
218	5	0	2	8	1.84632830694318	2	1	0	0	0	0	0	0	0	0	0	1
230	5	1	1	2	1.66306614130735	1	1	1	1	0	1	1	1	0	1	1	1
