onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	1	1	2	3.81438723200699	2	0	0	0	0	0	0	0	0	0	0	0
14	5	1	2	8	3.51092954399064	2	1	1	0	0	0	1	0	0	1	0	1
26	5	0	2	6	2.08980592497392	1	0	0	1	1	0	1	1	1	0	1	1
38	5	0	2	8	2.54644898296101	1	0	0	0	1	0	0	0	0	1	0	0
50	5	0	1	1	3.00384887296241	1	1	1	0	1	1	1	1	1	1	0	1
62	5	0	1	3	3.7019149090047	1	1	1	0	1	1	1	1	1	1	1	1
74	5	0	2	7	1.93456043698825	2	1	0	0	1	1	0	0	0	0	0	0
86	5	0	2	6	4.62396106799133	1	0	0	0	0	0	0	1	0	1	1	1
98	5	0	1	0	1.6412354799686	1	1	0	0	0	1	0	1	1	0	1	0
110	5	1	2	8	1.59412103600334	2	1	0	1	1	1	0	0	1	1	1	1
122	5	0	1	2	2.62585669499822	1	1	0	0	0	0	0	0	1	1	0	0
134	5	0	1	4	2.18972970696632	2	0	0	1	1	1	0	1	1	1	1	1
146	5	0	1	3	2.74077238701284	1	1	1	1	1	1	1	1	1	1	0	1
158	5	0	2	8	2.28748323599575	2	1	1	0	1	1	0	0	0	0	0	0
170	5	0	1	1	2.46511838299921	1	1	0	0	1	1	0	0	1	0	1	0
182	5	1	1	4	2.89169805397978	2	0	0	1	1	0	1	0	0	1	1	1
194	5	1	2	8	2.26714402996004	2	1	1	1	1	1	0	1	0	1	1	1
206	5	0	2	9	2.34947299602209	1	0	1	0	1	0	0	0	0	0	0	0
218	5	1	1	2	1.47834497498116	1	1	0	0	0	0	0	0	0	0	0	1
230	5	1	2	6	3.72887443995569	1	0	1	1	0	1	1	1	0	1	1	1
