onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	0	2	6	3.11456431401893	1	0	0	0	0	0	0	0	0	0	0	0
14	5	1	1	2	1.70894422696438	1	1	1	0	0	0	1	0	0	1	0	1
26	5	0	2	8	2.22652906400617	2	1	0	1	1	0	1	1	1	0	1	1
38	5	0	1	1	1.39645284699509	1	1	0	0	1	0	0	0	0	1	0	0
50	5	0	1	3	2.06109583203215	1	1	1	0	1	1	1	1	1	1	0	1
62	5	0	2	6	3.51823428994976	1	0	1	0	1	1	1	1	1	1	1	1
74	5	0	1	4	1.89702973200474	1	1	0	0	1	1	0	0	0	0	0	0
86	5	0	2	9	2.04967110900907	2	1	0	0	0	0	0	1	0	1	1	1
98	5	1	2	6	1.67501177097438	1	0	0	0	0	1	0	1	1	0	1	0
110	5	1	2	8	3.63492109504296	1	0	0	1	1	1	0	0	1	1	1	1
122	5	0	1	1	1.41598358703777	1	1	0	0	0	0	0	0	1	1	0	0
134	5	1	1	2	3.82572869502474	1	1	0	1	1	1	0	1	1	1	1	1
146	5	1	2	6	1.55607420898741	2	1	1	1	1	1	1	1	1	1	0	1
158	5	0	1	2	3.45546359801665	1	1	1	0	1	1	0	0	0	0	0	0
170	5	0	1	3	1.52081902598729	1	1	0	0	1	1	0	0	1	0	1	0
182	5	1	2	8	1.89840750396252	2	1	0	1	1	0	1	0	0	1	1	1
194	5	0	1	0	1.40370576898567	1	1	1	1	1	1	0	1	0	1	1	1
206	5	0	2	7	2.32570514804684	2	1	1	0	1	0	0	0	0	0	0	0
218	5	0	2	8	2.61328790598782	1	0	0	0	0	0	0	0	0	0	0	1
230	5	1	1	4	3.1351646920084	2	0	1	1	0	1	1	1	0	1	1	1
