onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	1	1	2	2.12002275511622	1	1	0	0	0	0	0	0	0	0	0	0
14	5	0	1	2	1.25872574560344	1	1	1	0	0	0	1	0	0	1	0	1
26	5	0	1	0	2.19573915563524	1	1	0	1	1	0	1	1	1	0	1	1
38	5	1	2	8	1.31631469912827	2	1	0	0	1	0	0	0	0	1	0	0
50	5	1	1	2	3.09495028667152	1	1	1	0	1	1	1	1	1	1	0	1
62	5	0	2	9	1.19138667359948	2	1	1	0	1	1	1	1	1	1	1	1
74	5	1	2	6	1.32156859710813	2	1	0	0	1	1	0	0	0	0	0	0
86	5	0	2	6	1.7783210799098	2	1	0	0	0	0	0	1	0	1	1	1
98	5	0	1	3	1.40386831015348	1	1	0	0	0	1	0	1	1	0	1	0
110	5	0	2	8	1.42119766399264	2	1	0	1	1	1	0	0	1	1	1	1
122	5	0	1	2	1.91872894950211	1	1	0	0	0	0	0	0	1	1	0	0
134	5	1	2	8	1.13628091290593	2	1	0	1	1	1	0	1	1	1	1	1
146	5	0	2	7	3.93759017623961	2	1	1	1	1	1	1	1	1	1	0	1
158	5	1	1	4	1.52324411831796	2	0	1	0	1	1	0	0	0	0	0	0
170	5	0	1	4	1.33853639289737	2	0	0	0	1	1	0	0	1	0	1	0
182	5	0	2	7	1.05929590575397	2	1	0	1	1	0	1	0	0	1	1	1
194	5	0	1	1	1.25380087643862	1	1	1	1	1	1	0	1	0	1	1	1
206	5	1	1	2	2.22345004230738	1	1	1	0	1	0	0	0	0	0	0	0
218	5	0	2	9	1.13730123080313	2	1	0	0	0	0	0	0	0	0	0	1
230	5	0	1	4	2.83462128788233	1	1	1	1	0	1	1	1	0	1	1	1
