onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	0	2	9	4.8372559780255	2	1	0	0	0	0	0	0	0	0	0	0
14	5	0	2	6	0.145902076736093	2	1	1	0	0	0	1	0	0	1	0	1
26	5	1	1	4	2.05023712106049	1	1	0	1	1	0	1	1	1	0	1	1
38	5	0	1	3	4.37073385808617	1	1	0	0	1	0	0	0	0	1	0	0
50	5	0	1	1	3.38856934662908	1	1	1	0	1	1	1	1	1	1	0	1
62	5	0	2	7	2.43161337357014	2	1	1	0	1	1	1	1	1	1	1	1
74	5	1	2	8	n/a	n/a	0	0	0	1	1	0	0	0	0	0	0
86	5	1	1	2	4.94633224140853	1	1	0	0	0	0	0	1	0	1	1	1
98	5	0	1	2	4.65184634551406	2	0	0	0	0	1	0	1	1	0	1	0
110	5	0	1	4	0.476210881955922	2	0	0	1	1	1	0	0	1	1	1	1
122	5	1	2	6	3.70201752707362	2	1	0	0	0	0	0	0	1	1	0	0
134	5	1	2	8	0.398128364235163	1	0	0	1	1	1	0	1	1	1	1	1
146	5	0	2	7	3.27181471418589	2	1	1	1	1	1	1	1	1	1	0	1
158	5	1	1	2	4.28165547084063	1	1	1	0	1	1	0	0	0	0	0	0
170	5	0	1	2	0.34698305092752	1	1	0	0	1	1	0	0	1	0	1	0
182	5	0	2	9	3.78743723593652	2	1	0	1	1	0	1	0	0	1	1	1
194	5	0	1	4	0.309608793817461	2	0	1	1	1	1	0	1	0	1	1	1
206	5	0	1	0	2.19932569842786	1	1	1	0	1	0	0	0	0	0	0	0
218	5	0	2	8	3.08037301991135	2	1	0	0	0	0	0	0	0	0	0	1
230	5	1	1	2	4.33769635017961	1	1	1	1	0	1	1	1	0	1	1	1
