onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	1	2	6	3.07249337341636	2	1	0	0	0	0	0	0	0	0	0	0
14	5	1	1	4	2.51346488762647	1	1	1	0	0	0	1	0	0	1	0	1
26	5	0	2	10	4.11573743913323	2	1	0	1	1	0	1	1	1	0	1	1
38	5	0	2	6	4.82749706786126	2	1	0	0	1	0	0	0	0	1	0	0
50	5	1	2	8	4.53462064638734	2	1	1	0	1	1	1	1	1	1	0	1
62	5	0	1	1	0.151437439024448	1	1	1	0	1	1	1	1	1	1	1	1
74	5	0	2	8	2.97615530714393	2	1	0	0	1	1	0	0	0	0	0	0
86	5	0	1	3	4.8667532093823	1	1	0	0	0	0	0	1	0	1	1	1
98	5	0	2	9	3.45919519662857	2	1	0	0	0	1	0	1	1	0	1	0
110	5	0	1	3	4.48309572599828	1	1	0	1	1	1	0	0	1	1	1	1
122	5	1	2	8	4.12621161807328	2	1	0	0	0	0	0	0	1	1	0	0
134	5	1	2	6	4.04664514958858	2	1	0	1	1	1	0	1	1	1	1	1
146	5	0	2	8	0.256877843290567	2	1	1	1	1	1	1	1	1	1	0	1
158	5	0	1	2	2.4982036082074	1	1	1	0	1	1	0	0	0	0	0	0
170	5	0	2	7	0.115364045836031	2	1	0	0	1	1	0	0	1	0	1	0
182	5	1	1	2	4.66761987097561	2	0	0	1	1	0	1	0	0	1	1	1
194	5	0	2	6	3.97346467152238	2	1	1	1	1	1	0	1	0	1	1	1
206	5	0	1	1	3.74245464801788	1	1	1	0	1	0	0	0	0	0	0	0
218	5	0	1	4	3.44834334217012	1	1	0	0	0	0	0	0	0	0	0	1
230	5	1	1	4	4.41623979341239	1	1	1	1	0	1	1	1	0	1	1	1
