onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	0	1	3	1.13684629462659	1	1	0	0	0	0	0	0	0	0	0	0
14	5	0	2	8	0.765357632189989	2	1	1	0	0	0	1	0	0	1	0	1
26	5	0	1	3	2.26305629499257	1	1	0	1	1	0	1	1	1	0	1	1
38	5	0	2	6	1.92822022736073	1	0	0	0	1	0	0	0	0	1	0	0
50	5	1	2	6	1.07932027801871	2	1	1	0	1	1	1	1	1	1	0	1
62	5	0	1	1	1.9542187564075	1	1	1	0	1	1	1	1	1	1	1	1
74	5	1	2	6	1.78873522020876	1	0	0	0	1	1	0	0	0	0	0	0
86	5	0	1	4	2.06128341518342	2	0	0	0	0	0	0	1	0	1	1	1
98	5	1	1	2	1.39152456447482	1	1	0	0	0	1	0	1	1	0	1	0
110	5	1	2	8	0.896953204646707	2	1	0	1	1	1	0	0	1	1	1	1
122	5	0	2	6	1.44262885116041	2	1	0	0	0	0	0	0	1	1	0	0
134	5	1	1	2	1.2038368396461	1	1	0	1	1	1	0	1	1	1	1	1
146	5	0	1	2	1.98054029606283	2	0	1	1	1	1	1	1	1	1	0	1
158	5	1	2	8	1.33429675735533	2	1	1	0	1	1	0	0	0	0	0	0
170	5	0	2	7	1.5677971187979	2	1	0	0	1	1	0	0	1	0	1	0
182	5	0	1	0	1.51260564289987	1	1	0	1	1	0	1	0	0	1	1	1
194	5	0	1	1	2.05714036338031	1	1	1	1	1	1	0	1	0	1	1	1
206	5	0	2	9	1.6093384642154	2	1	1	0	1	0	0	0	0	0	0	0
218	5	0	2	8	1.90728080831468	1	0	0	0	0	0	0	0	0	0	0	1
230	5	1	1	4	2.69328706152737	1	1	1	1	0	1	1	1	0	1	1	1
