onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	0	2	6	2.29436388798058	2	1	0	0	0	0	0	0	0	0	0	0
14	5	1	1	2	2.60015375912189	1	1	1	0	0	0	1	0	0	1	0	1
26	5	0	2	7	2.18537927605212	2	1	0	1	1	0	1	1	1	0	1	1
38	5	0	1	4	1.44155495241284	2	0	0	0	1	0	0	0	0	1	0	0
50	5	1	1	2	2.69127954356372	1	1	1	0	1	1	1	1	1	1	0	1
62	5	0	2	8	2.97297927364707	1	0	1	0	1	1	1	1	1	1	1	1
74	5	0	1	3	2.40723078511655	2	0	0	0	1	1	0	0	0	0	0	0
86	5	0	1	1	1.44009950384498	1	1	0	0	0	0	0	1	0	1	1	1
98	5	1	2	8	1.57602069713175	2	1	0	0	0	1	0	1	1	0	1	0
110	5	0	2	6	3.79466506280005	2	1	0	1	1	1	0	0	1	1	1	1
122	5	0	1	1	1.43381471186876	1	1	0	0	0	0	0	0	1	1	0	0
134	5	1	2	8	3.15748136304319	1	0	0	1	1	1	0	1	1	1	1	1
146	5	0	2	8	1.38238311931491	2	1	1	1	1	1	1	1	1	1	0	1
158	5	0	2	9	1.0880265198648	2	1	1	0	1	1	0	0	0	0	0	0
170	5	0	1	2	1.88163017854095	1	1	0	0	1	1	0	0	1	0	1	0
182	5	0	1	0	1.02629348635674	1	1	0	1	1	0	1	0	0	1	1	1
194	5	1	2	6	1.4439649656415	2	1	1	1	1	1	0	1	0	1	1	1
206	5	1	2	8	1.49300272017717	2	1	1	0	1	0	0	0	0	0	0	0
218	5	0	1	3	1.27889372035861	1	1	0	0	0	0	0	0	0	0	0	1
230	5	1	1	4	2.39143521152437	1	1	1	1	0	1	1	1	0	1	1	1
