onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	1	2	8	1.37859806418419	2	1	0	0	0	0	0	0	0	0	0	0
14	5	1	1	2	1.47521021217108	1	1	1	0	0	0	1	0	0	1	0	1
26	5	0	1	3	1.94046231172979	2	0	0	1	1	0	1	1	1	0	1	1
38	5	0	2	10	1.34319632686675	2	1	0	0	1	0	0	0	0	1	0	0
50	5	1	2	6	1.26292391680181	1	0	1	0	1	1	1	1	1	1	0	1
62	5	1	1	4	2.62542245350778	1	1	1	0	1	1	1	1	1	1	1	1
74	5	0	2	9	1.54651221446693	2	1	0	0	1	1	0	0	0	0	0	0
86	5	0	2	9	1.96411379612982	2	1	0	0	0	0	0	1	0	1	1	1
98	5	0	2	7	1.82178558409214	2	1	0	0	0	1	0	1	1	0	1	0
110	5	1	1	2	1.19004615209997	1	1	0	1	1	1	0	0	1	1	1	1
122	5	0	2	6	2.51939511112869	1	0	0	0	0	0	0	0	1	1	0	0
134	5	0	2	8	1.52876176871359	1	0	0	1	1	1	0	1	1	1	1	1
146	5	0	1	2	1.91482959873974	1	1	1	1	1	1	1	1	1	1	0	1
158	5	1	1	4	1.80438106693327	2	0	1	0	1	1	0	0	0	0	0	0
170	5	0	1	4	1.20486199297011	2	0	0	0	1	1	0	0	1	0	1	0
182	5	1	2	8	2.25379551202059	1	0	0	1	1	0	1	0	0	1	1	1
194	5	0	1	2	1.24861697480083	1	1	1	1	1	1	0	1	0	1	1	1
206	5	0	1	1	2.08151957206428	1	1	1	0	1	0	0	0	0	0	0	0
218	5	0	2	7	1.96255546808243	2	1	0	0	0	0	0	0	0	0	0	1
230	5	0	1	4	2.49842411652207	1	1	1	1	0	1	1	1	0	1	1	1
