onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	1	1	2	3.53973887400934	1	1	0	0	0	0	0	0	0	0	0	0
14	5	1	2	8	3.07165751297725	2	1	1	0	0	0	1	0	0	1	0	1
26	5	0	2	6	3.00194886699319	2	1	0	1	1	0	1	1	1	0	1	1
38	5	0	1	1	3.13127969001653	1	1	0	0	1	0	0	0	0	1	0	0
50	5	1	1	4	3.03152346401475	1	1	1	0	1	1	1	1	1	1	0	1
62	5	0	2	6	3.95369537302759	2	1	1	0	1	1	1	1	1	1	1	1
74	5	0	1	1	3.16326979204314	1	1	0	0	1	1	0	0	0	0	0	0
86	5	1	1	4	4.23649247305002	2	0	0	0	0	0	0	1	0	1	1	1
98	5	0	2	10	3.21228281297954	2	1	0	0	0	1	0	1	1	0	1	0
110	5	0	2	7	3.56356911099283	2	1	0	1	1	1	0	0	1	1	1	1
122	5	0	1	2	2.84316820598906	1	1	0	0	0	0	0	0	1	1	0	0
134	5	0	1	3	2.95098356000381	1	1	0	1	1	1	0	1	1	1	1	1
146	5	0	2	9	2.45599474798655	2	1	1	1	1	1	1	1	1	1	0	1
158	5	0	1	4	2.68789647700032	1	1	1	0	1	1	0	0	0	0	0	0
170	5	1	2	8	3.08143105101772	2	1	0	0	1	1	0	0	1	0	1	0
182	5	0	2	8	3.54742749204161	2	1	0	1	1	0	1	0	0	1	1	1
194	5	0	1	3	3.09367246401962	1	1	1	1	1	1	0	1	0	1	1	1
206	5	1	2	8	3.00907950504916	2	1	1	0	1	0	0	0	0	0	0	0
218	5	1	2	8	3.46474383102031	2	1	0	0	0	0	0	0	0	0	0	1
230	5	0	2	8	2.33896947902394	2	1	1	1	0	1	1	1	0	1	1	1
