onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	0	1	3	3.51190345798386	1	1	0	0	0	0	0	0	0	0	0	0
14	5	1	1	2	3.13769167504506	1	1	1	0	0	0	1	0	0	1	0	1
26	5	0	2	6	3.34652508399449	2	1	0	1	1	0	1	1	1	0	1	1
38	5	1	2	6	3.11548312497325	2	1	0	0	1	0	0	0	0	1	0	0
50	5	0	1	2	2.97310121398186	1	1	1	0	1	1	1	1	1	1	0	1
62	5	0	2	7	3.29416152898921	2	1	1	0	1	1	1	1	1	1	1	1
74	5	0	1	2	3.35212649899768	1	1	0	0	1	1	0	0	0	0	0	0
86	5	1	2	6	3.2806253869785	2	1	0	0	0	0	0	1	0	1	1	1
98	5	0	1	4	4.19529795402195	1	1	0	0	0	1	0	1	1	0	1	0
110	5	0	1	1	2.65899594000075	1	1	0	1	1	1	0	0	1	1	1	1
122	5	0	2	7	2.48589468200225	2	1	0	0	0	0	0	0	1	1	0	0
134	5	0	2	8	3.0302748340182	2	1	0	1	1	1	0	1	1	1	1	1
146	5	1	1	4	4.06272107298719	1	1	1	1	1	1	1	1	1	1	0	1
158	5	1	1	2	3.59251894295448	1	1	1	0	1	1	0	0	0	0	0	0
170	5	0	2	9	3.14569951000158	2	1	0	0	1	1	0	0	1	0	1	0
182	5	1	1	2	3.95537967397831	1	1	0	1	1	0	1	0	0	1	1	1
194	5	0	2	9	3.03703754994785	2	1	1	1	1	1	0	1	0	1	1	1
206	5	0	1	4	4.61436121497536	2	0	1	0	1	0	0	0	0	0	0	0
218	5	1	2	6	2.80782228201861	2	1	0	0	0	0	0	0	0	0	0	1
230	5	0	1	0	2.08028598001692	1	1	1	1	0	1	1	1	0	1	1	1
