onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	0	2	9	1.78576237568632	2	1	0	0	0	0	0	0	0	0	0	0
14	5	0	2	7	1.95570624712855	2	1	1	0	0	0	1	0	0	1	0	1
26	5	0	2	6	1.3008294547908	1	0	0	1	1	0	1	1	1	0	1	1
38	5	0	1	3	2.14256839873269	1	1	0	0	1	0	0	0	0	1	0	0
50	5	0	2	8	2.64595599519089	2	1	1	0	1	1	1	1	1	1	0	1
62	5	0	1	4	2.17769218515605	1	1	1	0	1	1	1	1	1	1	1	1
74	5	1	1	4	2.60316165164113	2	0	0	0	1	1	0	0	0	0	0	0
86	5	1	2	6	3.66823939606547	1	0	0	0	0	0	0	1	0	1	1	1
98	5	0	1	1	1.42822356987745	1	1	0	0	0	1	0	1	1	0	1	0
110	5	0	1	3	2.16620681062341	1	1	0	1	1	1	0	0	1	1	1	1
122	5	0	2	10	1.69540296122432	2	1	0	0	0	0	0	0	1	1	0	0
134	5	0	2	6	3.13734586117789	1	0	0	1	1	1	0	1	1	1	1	1
146	5	1	2	8	2.55479640001431	2	1	1	1	1	1	1	1	1	1	0	1
158	5	1	1	2	1.37180710816756	1	1	1	0	1	1	0	0	0	0	0	0
170	5	0	2	8	2.11683342792094	2	1	0	0	1	1	0	0	1	0	1	0
182	5	1	1	4	3.18295417586342	2	0	0	1	1	0	1	0	0	1	1	1
194	5	0	1	1	1.89596164599061	1	1	1	1	1	1	0	1	0	1	1	1
206	5	1	2	6	3.34547825809568	1	0	1	0	1	0	0	0	0	0	0	0
218	5	0	1	2	2.45097116706893	1	1	0	0	0	0	0	0	0	0	0	1
230	5	1	2	8	2.38748062308878	2	1	1	1	0	1	1	1	0	1	1	1
