onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	0	1	2	n/a	n/a	0	0	0	0	0	0	0	0	0	0	0
14	5	0	2	7	1.25544570200145	2	1	1	0	0	0	1	0	0	1	0	1
26	5	1	1	2	1.93723004823551	1	1	0	1	1	0	1	1	1	0	1	1
38	5	0	1	2	1.58605681499466	1	1	0	0	1	0	0	0	0	1	0	0
50	5	1	2	8	n/a	n/a	0	1	0	1	1	1	1	1	1	0	1
62	5	1	1	2	1.39756484469399	1	1	1	0	1	1	1	1	1	1	1	1
74	5	0	1	4	2.77439509704709	1	1	0	0	1	1	0	0	0	0	0	0
86	5	0	2	6	3.83195921499282	2	1	0	0	0	0	0	1	0	1	1	1
98	5	1	2	8	1.92963591404259	2	1	0	0	0	1	0	1	1	0	1	0
110	5	0	1	4	3.24182781716809	2	0	0	1	1	1	0	0	1	1	1	1
122	5	0	2	8	2.85235046688467	1	0	0	0	0	0	0	0	1	1	0	0
134	5	0	1	1	1.61980930715799	1	1	0	1	1	1	0	1	1	1	1	1
146	5	0	2	7	4.79046164778993	1	0	1	1	1	1	1	1	1	1	0	1
158	5	1	1	2	1.67084424477071	1	1	1	0	1	1	0	0	0	0	0	0
170	5	1	2	6	1.96034799702466	2	1	0	0	1	1	0	0	1	0	1	0
182	5	0	1	3	3.18652149802074	2	0	0	1	1	0	1	0	0	1	1	1
194	5	0	2	9	1.37966898176819	2	1	1	1	1	1	0	1	0	1	1	1
206	5	1	1	4	2.84529781108722	1	1	1	0	1	0	0	0	0	0	0	0
218	5	0	1	0	1.51029008580372	1	1	0	0	0	0	0	0	0	0	0	1
230	5	0	2	9	1.15919191436842	2	1	1	1	0	1	1	1	0	1	1	1
