onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	1	2	8	4.08729575295001	1	0	0	0	0	0	0	0	0	0	0	0
14	5	1	1	2	2.07615219475701	1	1	1	0	0	0	1	0	0	1	0	1
26	5	0	2	7	1.69359018001705	2	1	0	1	1	0	1	1	1	0	1	1
38	5	0	1	4	1.88706698594615	1	1	0	0	1	0	0	0	0	1	0	0
50	5	0	1	2	1.98352244310081	1	1	1	0	1	1	1	1	1	1	0	1
62	5	1	1	2	2.44244938390329	1	1	1	0	1	1	1	1	1	1	1	1
74	5	0	2	10	1.79217253578827	2	1	0	0	1	1	0	0	0	0	0	0
86	5	0	2	6	3.0278275180608	2	1	0	0	0	0	0	1	0	1	1	1
98	5	1	2	8	3.63731266697869	2	1	0	0	0	1	0	1	1	0	1	0
110	5	0	1	3	2.49452988011762	1	1	0	1	1	1	0	0	1	1	1	1
122	5	1	2	6	1.55270074401051	1	0	0	0	0	0	0	0	1	1	0	0
134	5	0	1	4	3.24985407711938	1	1	0	1	1	1	0	1	1	1	1	1
146	5	0	2	9	2.79553414182737	2	1	1	1	1	1	1	1	1	1	0	1
158	5	1	1	2	1.50073308311403	1	1	1	0	1	1	0	0	0	0	0	0
170	5	0	2	8	1.87752489885315	2	1	0	0	1	1	0	0	1	0	1	0
182	5	0	1	1	1.52701704157516	1	1	0	1	1	0	1	0	0	1	1	1
194	5	0	2	9	2.49716086918488	2	1	1	1	1	1	0	1	0	1	1	1
206	5	0	2	7	2.35305581986904	1	0	1	0	1	0	0	0	0	0	0	0
218	5	0	1	2	2.29119445104152	1	1	0	0	0	0	0	0	0	0	0	1
230	5	1	1	4	4.30708370124921	1	1	1	1	0	1	1	1	0	1	1	1
