onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	1	1	4	3.34699898399413	2	0	0	0	0	0	0	0	0	0	0	0
14	5	0	2	8	3.71206507273018	2	1	1	0	0	0	1	0	0	1	0	1
26	5	0	1	2	2.36109155602753	1	1	0	1	1	0	1	1	1	0	1	1
38	5	1	1	2	n/a	n/a	0	0	0	1	0	0	0	0	1	0	0
50	5	0	2	9	1.96260927477852	2	1	1	0	1	1	1	1	1	1	0	1
62	5	1	2	8	3.58850623900071	2	1	1	0	1	1	1	1	1	1	1	1
74	5	0	1	4	2.61523640807718	2	0	0	0	1	1	0	0	0	0	0	0
86	5	0	2	10	2.80014388402924	2	1	0	0	0	0	0	1	0	1	1	1
98	5	0	2	9	2.61790587799624	2	1	0	0	0	1	0	1	1	0	1	0
110	5	1	1	4	3.41029499284923	1	1	0	1	1	1	0	0	1	1	1	1
122	5	0	2	6	2.93185565294698	2	1	0	0	0	0	0	0	1	1	0	0
134	5	1	1	2	2.10159495659173	1	1	0	1	1	1	0	1	1	1	1	1
146	5	1	2	6	2.87821577582508	2	1	1	1	1	1	1	1	1	1	0	1
158	5	0	1	1	3.36006199708208	1	1	1	0	1	1	0	0	0	0	0	0
170	5	0	1	4	3.1140248500742	1	1	0	0	1	1	0	0	1	0	1	0
182	5	1	2	8	2.38732211105525	2	1	0	1	1	0	1	0	0	1	1	1
194	5	0	2	7	2.8528220737353	2	1	1	1	1	1	0	1	0	1	1	1
206	5	0	1	2	2.43723835237324	1	1	1	0	1	0	0	0	0	0	0	0
218	5	0	2	7	4.86291159596294	2	1	0	0	0	0	0	0	0	0	0	1
230	5	0	1	3	2.16030920296907	1	1	1	1	0	1	1	1	0	1	1	1
