onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	1	2	8	1.51434061489999	2	1	0	0	0	0	0	0	0	0	0	0
14	5	0	1	2	1.02873235510197	1	1	1	0	0	0	1	0	0	1	0	1
26	5	0	2	6	4.4623555119615	2	1	0	1	1	0	1	1	1	0	1	1
38	5	0	1	0	1.4714019279927	1	1	0	0	1	0	0	0	0	1	0	0
50	5	1	1	2	1.45720534899738	1	1	1	0	1	1	1	1	1	1	0	1
62	5	0	2	8	1.80837428406812	2	1	1	0	1	1	1	1	1	1	1	1
74	5	0	1	2	1.54825418500695	1	1	0	0	1	1	0	0	0	0	0	0
86	5	1	1	4	1.3093631590018	1	1	0	0	0	0	0	1	0	1	1	1
98	5	0	2	9	2.06130230298731	2	1	0	0	0	1	0	1	1	0	1	0
110	5	0	2	9	n/a	n/a	0	0	1	1	1	0	0	1	1	1	1
122	5	0	1	4	4.41719773400109	1	1	0	0	0	0	0	0	1	1	0	0
134	5	0	2	7	4.15462574793492	2	1	0	1	1	1	0	1	1	1	1	1
146	5	1	2	8	4.2658107340103	2	1	1	1	1	1	1	1	1	1	0	1
158	5	0	1	1	2.13278288207948	1	1	1	0	1	1	0	0	0	0	0	0
170	5	1	1	4	1.27034191892017	1	1	0	0	1	1	0	0	1	0	1	0
182	5	0	2	7	1.63106746098492	2	1	0	1	1	0	1	0	0	1	1	1
194	5	0	1	3	2.20922227704432	1	1	1	1	1	1	0	1	0	1	1	1
206	5	1	1	2	2.31489556492306	1	1	1	0	1	0	0	0	0	0	0	0
218	5	0	1	4	2.60408217599615	1	1	0	0	0	0	0	0	0	0	0	1
230	5	1	2	6	1.81288739002775	2	1	1	1	0	1	1	1	0	1	1	1
