onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	1	2	8	3.01494249142706	2	1	0	0	0	0	0	0	0	0	0	0
14	5	1	1	2	4.42367024719715	1	1	1	0	0	0	1	0	0	1	0	1
26	5	0	2	7	0.0418491181917489	1	0	0	1	1	0	1	1	1	0	1	1
38	5	1	1	2	3.55518479505554	1	1	0	0	1	0	0	0	0	1	0	0
50	5	0	2	6	4.48997974768281	1	0	1	0	1	1	1	1	1	1	0	1
62	5	1	2	8	2.22227065498009	2	1	1	0	1	1	1	1	1	1	1	1
74	5	0	2	8	1.92708796774969	2	1	0	0	1	1	0	0	0	0	0	0
86	5	0	1	1	2.78481516242027	1	1	0	0	0	0	0	1	0	1	1	1
98	5	0	1	3	2.56942556565627	1	1	0	0	0	1	0	1	1	0	1	0
110	5	0	1	1	3.70760749001056	1	1	0	1	1	1	0	0	1	1	1	1
122	5	0	2	9	2.24509772798046	2	1	0	0	0	0	0	0	1	1	0	0
134	5	1	2	6	2.57364325458184	1	0	0	1	1	1	0	1	1	1	1	1
146	5	0	1	0	2.32745784288272	1	1	1	1	1	1	1	1	1	1	0	1
158	5	1	2	6	2.76032777596265	2	1	1	0	1	1	0	0	0	0	0	0
170	5	0	1	2	2.48183552222326	1	1	0	0	1	1	0	0	1	0	1	0
182	5	0	2	8	3.04409851599485	2	1	0	1	1	0	1	0	0	1	1	1
194	5	0	1	3	3.89079933334142	2	0	1	1	1	1	0	1	0	1	1	1
206	5	0	1	4	3.52584824478254	1	1	1	0	1	0	0	0	0	0	0	0
218	5	1	1	4	2.1992977950722	1	1	0	0	0	0	0	0	0	0	0	1
230	5	0	2	6	4.28888719901443	1	0	1	1	0	1	1	1	0	1	1	1
