onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	1	1	2	1.30218413200055	1	1	0	0	0	0	0	0	0	0	0	0
14	5	1	2	8	1.76716248899174	2	1	1	0	0	0	1	0	0	1	0	1
26	5	0	1	2	2.04973424899799	1	1	0	1	1	0	1	1	1	0	1	1
38	5	0	2	8	1.17112933499448	2	1	0	0	1	0	0	0	0	1	0	0
50	5	1	2	6	1.81273518699163	2	1	1	0	1	1	1	1	1	1	0	1
62	5	0	1	1	1.76559702200757	1	1	1	0	1	1	1	1	1	1	1	1
74	5	0	1	4	2.17372043500654	2	0	0	0	1	1	0	0	0	0	0	0
86	5	0	2	6	2.65573785899323	1	0	0	0	0	0	0	1	0	1	1	1
98	5	0	1	3	2.08792100100254	2	0	0	0	0	1	0	1	1	0	1	0
110	5	1	2	6	3.73816882299434	1	0	0	1	1	1	0	0	1	1	1	1
122	5	0	2	10	1.64310405901051	2	1	0	0	0	0	0	0	1	1	0	0
134	5	1	1	4	1.93979544799367	1	1	0	1	1	1	0	1	1	1	1	1
146	5	0	2	9	n/a	n/a	0	1	1	1	1	1	1	1	1	0	1
158	5	1	1	2	1.47266999000567	1	1	1	0	1	1	0	0	0	0	0	0
170	5	0	2	8	4.42500098299934	2	1	0	0	1	1	0	0	1	0	1	0
182	5	0	2	7	0.490804788991227	2	1	0	1	1	0	1	0	0	1	1	1
194	5	0	1	3	3.20375871499709	2	0	1	1	1	1	0	1	0	1	1	1
206	5	0	1	1	1.34149961599906	1	1	1	0	1	0	0	0	0	0	0	0
218	5	1	2	8	3.49440865400538	2	1	0	0	0	0	0	0	0	0	0	1
230	5	0	2	6	1.60509298599209	2	1	1	1	0	1	1	1	0	1	1	1
