onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	0	2	8	2.80246884000371	1	0	0	0	0	0	0	0	0	0	0	0
14	5	0	1	3	2.49401707098878	2	0	1	0	0	0	1	0	0	1	0	1
26	5	0	1	4	3.33305186600774	2	0	0	1	1	0	1	1	1	0	1	1
38	5	0	2	7	1.39074958399578	2	1	0	0	1	0	0	0	0	1	0	0
50	5	1	1	2	1.4158504770021	1	1	1	0	1	1	1	1	1	1	0	1
62	5	0	1	0	2.3771755790076	1	1	1	0	1	1	1	1	1	1	1	1
74	5	0	1	3	3.30665331101045	1	1	0	0	1	1	0	0	0	0	0	0
86	5	0	2	8	2.27566030800517	2	1	0	0	0	0	0	1	0	1	1	1
98	5	1	2	6	1.8779603689909	1	0	0	0	0	1	0	1	1	0	1	0
110	5	0	1	1	1.08734281799116	1	1	0	1	1	1	0	0	1	1	1	1
122	5	1	2	8	1.45582562999334	2	1	0	0	0	0	0	0	1	1	0	0
134	5	1	1	2	1.49784907099092	1	1	0	1	1	1	0	1	1	1	1	1
146	5	0	2	6	1.65953082400665	2	1	1	1	1	1	1	1	1	1	0	1
158	5	1	2	8	2.09198055999877	2	1	1	0	1	1	0	0	0	0	0	0
170	5	0	2	9	1.73343599001237	2	1	0	0	1	1	0	0	1	0	1	0
182	5	0	1	1	1.40681909999694	1	1	0	1	1	0	1	0	0	1	1	1
194	5	1	2	6	n/a	n/a	0	1	1	1	1	0	1	0	1	1	1
206	5	0	2	6	1.71351683800458	1	0	1	0	1	0	0	0	0	0	0	0
218	5	1	1	4	1.3063217010058	1	1	0	0	0	0	0	0	0	0	0	1
230	5	0	1	2	4.50809413200477	2	0	1	1	0	1	1	1	0	1	1	1
