onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	0	2	10	n/a	n/a	0	0	0	0	0	0	0	0	0	0	0
14	5	1	2	6	3.87888801889494	1	0	1	0	0	0	1	0	0	1	0	1
26	5	0	1	3	1.44051125494298	1	1	0	1	1	0	1	1	1	0	1	1
38	5	0	2	8	2.2346787849674	2	1	0	0	1	0	0	0	0	1	0	0
50	5	1	1	2	1.13851014804095	1	1	1	0	1	1	1	1	1	1	0	1
62	5	0	1	1	1.09324569802266	1	1	1	0	1	1	1	1	1	1	1	1
74	5	0	2	8	1.65522774495184	2	1	0	0	1	1	0	0	0	0	0	0
86	5	0	2	6	1.84060074191075	1	0	0	0	0	0	0	1	0	1	1	1
98	5	1	2	6	1.93699103908148	2	1	0	0	0	1	0	1	1	0	1	0
110	5	0	1	3	3.76282704505138	2	0	0	1	1	1	0	0	1	1	1	1
122	5	1	2	8	2.3304177649552	2	1	0	0	0	0	0	0	1	1	0	0
134	5	1	1	2	0.860303929075599	1	1	0	1	1	1	0	1	1	1	1	1
146	5	0	1	1	1.19754749699496	1	1	1	1	1	1	1	1	1	1	0	1
158	5	0	2	7	1.91856675897725	2	1	1	0	1	1	0	0	0	0	0	0
170	5	0	2	6	2.12709865299985	2	1	0	0	1	1	0	0	1	0	1	0
182	5	0	1	4	3.76860728708562	2	0	0	1	1	0	1	0	0	1	1	1
194	5	0	1	2	1.05030371295288	1	1	1	1	1	1	0	1	0	1	1	1
206	5	1	2	8	1.0501436839113	2	1	1	0	1	0	0	0	0	0	0	0
218	5	0	2	9	3.2195696659619	2	1	0	0	0	0	0	0	0	0	0	1
230	5	1	1	2	0.936037659063004	1	1	1	1	0	1	1	1	0	1	1	1
