onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	1	2	8	1.69333899707999	2	1	0	0	0	0	0	0	0	0	0	0
14	5	0	2	10	1.34287290996872	2	1	1	0	0	0	1	0	0	1	0	1
26	5	1	2	6	1.65624167898204	2	1	0	1	1	0	1	1	1	0	1	1
38	5	0	1	3	1.47360221808776	1	1	0	0	1	0	0	0	0	1	0	0
50	5	0	2	8	1.56201987806708	2	1	1	0	1	1	1	1	1	1	0	1
62	5	0	1	4	1.79587526596151	1	1	1	0	1	1	1	1	1	1	1	1
74	5	1	2	6	n/a	n/a	0	0	0	1	1	0	0	0	0	0	0
86	5	1	1	4	1.7102976430906	1	1	0	0	0	0	0	1	0	1	1	1
98	5	0	2	9	1.79118471301626	2	1	0	0	0	1	0	1	1	0	1	0
110	5	0	1	2	1.52010567905381	1	1	0	1	1	1	0	0	1	1	1	1
122	5	1	1	2	1.46584611793514	1	1	0	0	0	0	0	0	1	1	0	0
134	5	0	1	1	1.2028257730417	1	1	0	1	1	1	0	1	1	1	1	1
146	5	0	2	6	1.88435068598483	1	0	1	1	1	1	1	1	1	1	0	1
158	5	0	1	3	2.24621949007269	1	1	1	0	1	1	0	0	0	0	0	0
170	5	0	1	1	1.90227611595765	1	1	0	0	1	1	0	0	1	0	1	0
182	5	0	2	6	1.60765659797471	2	1	0	1	1	0	1	0	0	1	1	1
194	5	1	2	8	1.23311382601969	2	1	1	1	1	1	0	1	0	1	1	1
206	5	1	1	4	1.74551017698832	1	1	1	0	1	0	0	0	0	0	0	0
218	5	0	2	8	1.68274332908913	2	1	0	0	0	0	0	0	0	0	0	1
230	5	0	2	7	1.58059344696812	1	0	1	1	0	1	1	1	0	1	1	1
