onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	1	2	6	3.10511408001184	2	1	0	0	0	0	0	0	0	0	0	0
14	5	0	2	8	2.1256498019211	2	1	1	0	0	0	1	0	0	1	0	1
26	5	0	2	10	n/a	2	0	0	1	1	0	1	1	1	0	1	1
38	5	0	1	2	n/a	2	0	0	0	1	0	0	0	0	1	0	0
50	5	1	2	8	n/a	2	0	1	0	1	1	1	1	1	1	0	1
62	5	1	1	2	n/a	1	0	1	0	1	1	1	1	1	1	1	1
74	5	0	1	1	n/a	1	0	0	0	1	1	0	0	0	0	0	0
86	5	0	2	8	n/a	2	0	0	0	0	0	0	1	0	1	1	1
98	5	0	1	3	n/a	1	0	0	0	0	1	0	1	1	0	1	0
110	5	1	1	2	n/a	1	0	0	1	1	1	0	0	1	1	1	1
122	5	0	2	7	n/a	2	0	0	0	0	0	0	0	1	1	0	0
134	5	0	2	6	n/a	2	0	0	1	1	1	0	1	1	1	1	1
146	5	0	1	4	n/a	1	0	1	1	1	1	1	1	1	1	0	1
158	5	1	1	4	n/a	1	0	1	0	1	1	0	0	0	0	0	0
170	5	0	2	9	n/a	2	0	0	0	1	1	0	0	1	0	1	0
182	5	0	1	3	n/a	1	0	0	1	1	0	1	0	0	1	1	1
194	5	0	2	6	n/a	2	0	1	1	1	1	0	1	0	1	1	1
206	5	1	2	8	n/a	2	0	1	0	1	0	0	0	0	0	0	0
218	5	0	1	1	n/a	1	0	0	0	0	0	0	0	0	0	0	1
230	5	1	2	6	n/a	2	0	1	1	0	1	1	1	0	1	1	1
