onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	1	1	2	4.69064459204674	1	1	0	0	0	0	0	0	0	0	0	0
14	5	0	2	8	2.65251228958368	2	1	1	0	0	0	1	0	0	1	0	1
26	5	0	1	1	2.53417934849858	1	1	0	1	1	0	1	1	1	0	1	1
38	5	0	1	3	3.30282287858427	2	0	0	0	1	0	0	0	0	1	0	0
50	5	1	2	8	3.17712217196822	2	1	1	0	1	1	1	1	1	1	0	1
62	5	0	2	6	2.89763919077814	2	1	1	0	1	1	1	1	1	1	1	1
74	5	1	1	4	3.40286550857127	1	1	0	0	1	1	0	0	0	0	0	0
86	5	0	2	7	2.93114585243165	2	1	0	0	0	0	0	1	0	1	1	1
98	5	0	1	0	3.37227010913193	1	1	0	0	0	1	0	1	1	0	1	0
110	5	1	2	8	3.07938224636018	2	1	0	1	1	1	0	0	1	1	1	1
122	5	0	1	4	3.62372381426394	1	1	0	0	0	0	0	0	1	1	0	0
134	5	1	2	8	3.24962222203612	2	1	0	1	1	1	0	1	1	1	1	1
146	5	1	1	2	3.65148483961821	1	1	1	1	1	1	1	1	1	1	0	1
158	5	0	2	6	3.05994767323136	2	1	1	0	1	1	0	0	0	0	0	0
170	5	0	1	3	3.68533412180841	2	0	0	0	1	1	0	0	1	0	1	0
182	5	1	2	8	2.70185098610818	2	1	0	1	1	0	1	0	0	1	1	1
194	5	0	2	9	4.23212802037597	2	1	1	1	1	1	0	1	0	1	1	1
206	5	0	1	1	4.2418433316052	2	0	1	0	1	0	0	0	0	0	0	0
218	5	0	1	2	0.122595235705376	1	1	0	0	0	0	0	0	0	0	0	1
230	5	0	2	8	2.29993746243417	2	1	1	1	0	1	1	1	0	1	1	1
