onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	0	1	2	1.26611280399084	1	1	0	0	0	0	0	0	0	0	0	0
14	5	0	1	2	1.11463591299253	2	0	1	0	0	0	1	0	0	1	0	1
26	5	0	2	9	0.788043235996156	2	1	0	1	1	0	1	1	1	0	1	1
38	5	1	1	2	1.07018928400066	1	1	0	0	1	0	0	0	0	1	0	0
50	5	1	2	8	0.919173995993333	2	1	1	0	1	1	1	1	1	1	0	1
62	5	0	2	8	0.983674446004443	1	0	1	0	1	1	1	1	1	1	1	1
74	5	0	1	1	2.72535124100978	2	0	0	0	1	1	0	0	0	0	0	0
86	5	0	1	0	0.990786691996618	1	1	0	0	0	0	0	1	0	1	1	1
98	5	0	2	7	1.56774485799542	1	0	0	0	0	1	0	1	1	0	1	0
110	5	0	2	7	3.20122012098727	1	0	0	1	1	1	0	0	1	1	1	1
122	5	0	2	9	3.14977735899447	1	0	0	0	0	0	0	0	1	1	0	0
134	5	0	1	3	1.49522023100872	1	1	0	1	1	1	0	1	1	1	1	1
146	5	1	2	6	1.41566313500516	2	1	1	1	1	1	1	1	1	1	0	1
158	5	0	1	4	1.05752729900996	1	1	1	0	1	1	0	0	0	0	0	0
170	5	1	1	4	1.09830941699329	1	1	0	0	1	1	0	0	1	0	1	0
182	5	1	2	6	3.62797830501222	2	1	0	1	1	0	1	0	0	1	1	1
194	5	0	1	4	1.27779885599739	1	1	1	1	1	1	0	1	0	1	1	1
206	5	1	1	2	1.85404639699846	1	1	1	0	1	0	0	0	0	0	0	0
218	5	0	2	6	1.92468543098948	2	1	0	0	0	0	0	0	0	0	0	1
230	5	1	1	2	1.15805850099423	1	1	1	1	0	1	1	1	0	1	1	1
