onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	1	1	4	1.46038038200641	2	0	0	0	0	0	0	0	0	0	0	0
14	5	1	2	6	2.4740061689954	1	0	1	0	0	0	1	0	0	1	0	1
26	5	0	1	4	2.60216083399428	1	1	0	1	1	0	1	1	1	0	1	1
38	5	0	1	2	1.25228260199947	1	1	0	0	1	0	0	0	0	1	0	0
50	5	0	1	0	1.50570427799539	1	1	1	0	1	1	1	1	1	1	0	1
62	5	0	2	6	3.12170432499261	2	1	1	0	1	1	1	1	1	1	1	1
74	5	1	2	8	3.03527663799468	2	1	0	0	1	1	0	0	0	0	0	0
86	5	0	2	8	2.41740823800501	2	1	0	0	0	0	0	1	0	1	1	1
98	5	1	1	4	1.19452935000299	1	1	0	0	0	1	0	1	1	0	1	0
110	5	0	2	9	3.51641696199658	2	1	0	1	1	1	0	0	1	1	1	1
122	5	0	1	4	2.07699908100767	1	1	0	0	0	0	0	0	1	1	0	0
134	5	0	2	9	1.90242829998897	2	1	0	1	1	1	0	1	1	1	1	1
146	5	0	1	1	1.81645906899939	1	1	1	1	1	1	1	1	1	1	0	1
158	5	0	1	2	1.32914681299007	1	1	1	0	1	1	0	0	0	0	0	0
170	5	0	2	7	2.53343695199874	2	1	0	0	1	1	0	0	1	0	1	0
182	5	1	1	4	2.10107420000713	1	1	0	1	1	0	1	0	0	1	1	1
194	5	1	2	8	1.68865694700798	1	0	1	1	1	1	0	1	0	1	1	1
206	5	0	2	7	2.51354525999341	1	0	1	0	1	0	0	0	0	0	0	0
218	5	0	1	3	1.71422989100392	1	1	0	0	0	0	0	0	0	0	0	1
230	5	1	1	2	2.26830387399241	1	1	1	1	0	1	1	1	0	1	1	1
