onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	0	1	1	4.12203846099146	1	1	0	0	0	0	0	0	0	0	0	0
14	5	1	2	8	n/a	n/a	0	1	0	0	0	1	0	0	1	0	1
26	5	1	1	4	3.08105577499373	1	1	0	1	1	0	1	1	1	0	1	1
38	5	0	1	3	2.45013873399876	1	1	0	0	1	0	0	0	0	1	0	0
50	5	0	1	4	3.45851840899559	2	0	1	0	1	1	1	1	1	1	0	1
62	5	1	2	6	2.68503495000186	2	1	1	0	1	1	1	1	1	1	1	1
74	5	0	2	6	1.40692646300886	1	0	0	0	1	1	0	0	0	0	0	0
86	5	0	2	10	n/a	n/a	0	0	0	0	0	0	1	0	1	1	1
98	5	0	1	2	1.42367647799256	1	1	0	0	0	1	0	1	1	0	1	0
110	5	0	2	9	0.962819574997411	2	1	0	1	1	1	0	0	1	1	1	1
122	5	0	2	7	3.02609908100567	1	0	0	0	0	0	0	0	1	1	0	0
134	5	0	1	2	1.85942730298848	2	0	0	1	1	1	0	1	1	1	1	1
146	5	1	1	2	2.4371212900005	1	1	1	1	1	1	1	1	1	1	0	1
158	5	0	2	9	2.23801168698992	2	1	1	0	1	1	0	0	0	0	0	0
170	5	0	2	7	2.23986581999634	1	0	0	0	1	1	0	0	1	0	1	0
182	5	1	1	2	2.84934796400194	2	0	0	1	1	0	1	0	0	1	1	1
194	5	0	1	4	2.96227285799978	1	1	1	1	1	1	0	1	0	1	1	1
206	5	1	2	8	2.72360403799394	2	1	1	0	1	0	0	0	0	0	0	0
218	5	1	1	4	2.72517564499867	1	1	0	0	0	0	0	0	0	0	0	1
230	5	0	2	8	2.94998943999235	2	1	1	1	0	1	1	1	0	1	1	1
