onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	0	2	7	2.7024511648342	1	0	0	0	0	0	0	0	0	0	0	0
14	5	0	1	1	2.15356217510998	1	1	1	0	0	0	1	0	0	1	0	1
26	5	1	1	2	4.30585678620264	1	1	0	1	1	0	1	1	1	0	1	1
38	5	1	2	6	3.13185815513134	2	1	0	0	1	0	0	0	0	1	0	0
50	5	0	2	6	1.26848233491182	2	1	1	0	1	1	1	1	1	1	0	1
62	5	0	2	7	1.19537261966616	2	1	1	0	1	1	1	1	1	1	1	1
74	5	0	1	4	4.07046742364764	1	1	0	0	1	1	0	0	0	0	0	0
86	5	0	1	0	2.75092930207029	1	1	0	0	0	0	0	1	0	1	1	1
98	5	1	1	2	3.88158235792071	2	0	0	0	0	1	0	1	1	0	1	0
110	5	0	2	8	2.2022790168412	2	1	0	1	1	1	0	0	1	1	1	1
122	5	0	1	4	3.29879112029448	2	0	0	0	0	0	0	0	1	1	0	0
134	5	0	1	2	1.5816026609391	1	1	0	1	1	1	0	1	1	1	1	1
146	5	1	2	8	1.41539982985705	2	1	1	1	1	1	1	1	1	1	0	1
158	5	0	1	3	2.08759691100568	1	1	1	0	1	1	0	0	0	0	0	0
170	5	1	2	6	0.424426346085966	1	0	0	0	1	1	0	0	1	0	1	0
182	5	0	2	9	1.19372835103422	2	1	0	1	1	0	1	0	0	1	1	1
194	5	0	1	2	1.88364932872355	1	1	1	1	1	1	0	1	0	1	1	1
206	5	1	1	4	2.4598595960997	1	1	1	0	1	0	0	0	0	0	0	0
218	5	1	1	2	4.62993596307933	2	0	0	0	0	0	0	0	0	0	0	1
230	5	0	2	9	2.33513659192249	2	1	1	1	0	1	1	1	0	1	1	1
