onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	1	1	2	2.15858090901747	1	1	0	0	0	0	0	0	0	0	0	0
14	5	0	1	1	2.55265168612823	1	1	1	0	0	0	1	0	0	1	0	1
26	5	0	2	10	1.12169117666781	2	1	0	1	1	0	1	1	1	0	1	1
38	5	1	1	4	3.59494297672063	1	1	0	0	1	0	0	0	0	1	0	0
50	5	0	2	7	2.10823486698791	2	1	1	0	1	1	1	1	1	1	0	1
62	5	0	1	2	1.78965456690639	1	1	1	0	1	1	1	1	1	1	1	1
74	5	0	2	6	1.21529419580474	2	1	0	0	1	1	0	0	0	0	0	0
86	5	1	2	6	1.19735826784745	2	1	0	0	0	0	0	1	0	1	1	1
98	5	0	2	9	1.56982869189233	2	1	0	0	0	1	0	1	1	0	1	0
110	5	0	1	3	4.61861394485459	1	1	0	1	1	1	0	0	1	1	1	1
122	5	0	2	6	2.63356153992936	2	1	0	0	0	0	0	0	1	1	0	0
134	5	1	2	8	n/a	n/a	0	0	1	1	1	0	1	1	1	1	1
146	5	0	2	8	2.5472122868523	2	1	1	1	1	1	1	1	1	1	0	1
158	5	0	1	3	2.53278411878273	1	1	1	0	1	1	0	0	0	0	0	0
170	5	1	2	8	1.75419012596831	2	1	0	0	1	1	0	0	1	0	1	0
182	5	0	1	4	1.09034562576562	2	0	0	1	1	0	1	0	0	1	1	1
194	5	1	2	8	2.76350190816447	2	1	1	1	1	1	0	1	0	1	1	1
206	5	0	2	8	1.10146468877792	2	1	1	0	1	0	0	0	0	0	0	0
218	5	0	1	1	n/a	n/a	0	0	0	0	0	0	0	0	0	0	1
230	5	1	1	4	1.71210045367479	1	1	1	1	0	1	1	1	0	1	1	1
