onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	1	1	4	1.93679840897676	1	1	0	0	0	0	0	0	0	0	0	0
14	5	1	2	6	1.61746381095145	2	1	1	0	0	0	1	0	0	1	0	1
26	5	0	1	4	1.12346583791077	1	1	0	1	1	0	1	1	1	0	1	1
38	5	0	1	2	1.20423251402099	1	1	0	0	1	0	0	0	0	1	0	0
50	5	0	1	0	1.06992920301855	1	1	1	0	1	1	1	1	1	1	0	1
62	5	0	2	6	1.16690055304207	2	1	1	0	1	1	1	1	1	1	1	1
74	5	1	2	8	0.983392521971837	2	1	0	0	1	1	0	0	0	0	0	0
86	5	0	2	8	1.09713628701866	2	1	0	0	0	0	0	1	0	1	1	1
98	5	1	1	4	1.03537056595087	1	1	0	0	0	1	0	1	1	0	1	0
110	5	0	2	9	1.44420490495395	2	1	0	1	1	1	0	0	1	1	1	1
122	5	0	1	4	1.15696966799442	2	0	0	0	0	0	0	0	1	1	0	0
134	5	0	2	9	1.37355133297388	2	1	0	1	1	1	0	1	1	1	1	1
146	5	0	1	1	1.42359407397453	1	1	1	1	1	1	1	1	1	1	0	1
158	5	0	1	2	1.03216552792583	1	1	1	0	1	1	0	0	0	0	0	0
170	5	0	2	7	1.05743592302315	2	1	0	0	1	1	0	0	1	0	1	0
182	5	1	1	4	1.14620209799614	2	0	0	1	1	0	1	0	0	1	1	1
194	5	1	2	8	1.30923012003768	2	1	1	1	1	1	0	1	0	1	1	1
206	5	0	2	7	0.887040495988913	2	1	1	0	1	0	0	0	0	0	0	0
218	5	0	1	3	1.28730537800584	2	0	0	0	0	0	0	0	0	0	0	1
230	5	1	1	2	1.52186811494175	2	0	1	1	0	1	1	1	0	1	1	1
