onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	0	1	1	1.97281234606635	1	1	0	0	0	0	0	0	0	0	0	0
14	5	1	2	8	1.08234857500065	2	1	1	0	0	0	1	0	0	1	0	1
26	5	1	1	4	1.48391730105504	2	0	0	1	1	0	1	1	1	0	1	1
38	5	0	1	3	1.12528911500704	1	1	0	0	1	0	0	0	0	1	0	0
50	5	0	1	4	0.956993872998282	2	0	1	0	1	1	1	1	1	1	0	1
62	5	1	2	6	1.06583382398821	2	1	1	0	1	1	1	1	1	1	1	1
74	5	0	2	6	1.11364752799273	2	1	0	0	1	1	0	0	0	0	0	0
86	5	0	2	10	1.20428994903341	2	1	0	0	0	0	0	1	0	1	1	1
98	5	0	1	2	n/a	n/a	0	0	0	0	1	0	1	1	0	1	0
110	5	0	2	9	1.47678069095127	2	1	0	1	1	1	0	0	1	1	1	1
122	5	0	2	7	1.83070889499504	2	1	0	0	0	0	0	0	1	1	0	0
134	5	0	1	2	1.69654439098667	1	1	0	1	1	1	0	1	1	1	1	1
146	5	1	1	2	1.37781531596556	1	1	1	1	1	1	1	1	1	1	0	1
158	5	0	2	9	1.41876435303129	2	1	1	0	1	1	0	0	0	0	0	0
170	5	0	2	7	1.39574257005006	2	1	0	0	1	1	0	0	1	0	1	0
182	5	1	1	2	1.01348764600698	1	1	0	1	1	0	1	0	0	1	1	1
194	5	0	1	4	1.72736235905904	1	1	1	1	1	1	0	1	0	1	1	1
206	5	1	2	8	1.46559538808651	2	1	1	0	1	0	0	0	0	0	0	0
218	5	1	1	4	0.954329424072057	1	1	0	0	0	0	0	0	0	0	0	1
230	5	0	2	8	0.971641188953072	2	1	1	1	0	1	1	1	0	1	1	1
