onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	1	2	8	2.80521774099907	2	1	0	0	0	0	0	0	0	0	0	0
14	5	1	1	4	3.28700245800428	2	0	1	0	0	0	1	0	0	1	0	1
26	5	0	1	1	2.45695433701621	1	1	0	1	1	0	1	1	1	0	1	1
38	5	0	2	10	1.71362708398374	2	1	0	0	1	0	0	0	0	1	0	0
50	5	0	2	7	2.61127575201681	2	1	1	0	1	1	1	1	1	1	0	1
62	5	1	2	6	3.14124848897336	1	0	1	0	1	1	1	1	1	1	1	1
74	5	0	1	3	2.83055017597508	1	1	0	0	1	1	0	0	0	0	0	0
86	5	1	2	6	2.06387732800795	2	1	0	0	0	0	0	1	0	1	1	1
98	5	1	1	4	2.98495027900208	1	1	0	0	0	1	0	1	1	0	1	0
110	5	0	2	9	1.59477336599957	2	1	0	1	1	1	0	0	1	1	1	1
122	5	0	2	6	2.5392668429995	2	1	0	0	0	0	0	0	1	1	0	0
134	5	1	1	2	2.16439636400901	1	1	0	1	1	1	0	1	1	1	1	1
146	5	0	2	6	1.62964490696322	2	1	1	1	1	1	1	1	1	1	0	1
158	5	0	1	2	2.25506003398914	1	1	1	0	1	1	0	0	0	0	0	0
170	5	0	1	4	1.50465601700125	2	0	0	0	1	1	0	0	1	0	1	0
182	5	0	1	3	3.01753608003492	2	0	0	1	1	0	1	0	0	1	1	1
194	5	0	2	8	1.81091815198306	2	1	1	1	1	1	0	1	0	1	1	1
206	5	0	2	8	n/a	n/a	0	1	0	1	0	0	0	0	0	0	0
218	5	1	2	8	1.60627896699589	2	1	0	0	0	0	0	0	0	0	0	1
230	5	0	1	1	2.37468489998719	1	1	1	1	0	1	1	1	0	1	1	1
