onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	1	1	2	1.41623597202124	1	1	0	0	0	0	0	0	0	0	0	0
14	5	1	2	8	3.42556000000332	2	1	1	0	0	0	1	0	0	1	0	1
26	5	0	1	3	3.01091166498372	1	1	0	1	1	0	1	1	1	0	1	1
38	5	0	2	7	1.83548128802795	2	1	0	0	1	0	0	0	0	1	0	0
50	5	1	2	6	2.84519877599087	2	1	1	0	1	1	1	1	1	1	0	1
62	5	0	1	2	3.39814529597061	1	1	1	0	1	1	1	1	1	1	1	1
74	5	0	1	1	1.72010126302484	1	1	0	0	1	1	0	0	0	0	0	0
86	5	0	2	9	1.58461742900545	2	1	0	0	0	0	0	1	0	1	1	1
98	5	0	1	0	1.36572973401053	1	1	0	0	0	1	0	1	1	0	1	0
110	5	1	1	2	3.19947908999166	1	1	0	1	1	1	0	0	1	1	1	1
122	5	1	2	8	0.929139416955877	2	1	0	0	0	0	0	0	1	1	0	0
134	5	0	1	2	2.05037586198887	1	1	0	1	1	1	0	1	1	1	1	1
146	5	0	1	4	3.41429104103008	2	0	1	1	1	1	1	1	1	1	0	1
158	5	0	2	7	2.64760578598361	2	1	1	0	1	1	0	0	0	0	0	0
170	5	0	2	8	1.54469432303449	2	1	0	0	1	1	0	0	1	0	1	0
182	5	0	1	4	3.89007563801715	2	0	0	1	1	0	1	0	0	1	1	1
194	5	1	1	4	2.71531618398149	1	1	1	1	1	1	0	1	0	1	1	1
206	5	0	2	6	2.66878503304906	2	1	1	0	1	0	0	0	0	0	0	0
218	5	0	2	9	n/a	n/a	0	0	0	0	0	0	0	0	0	0	1
230	5	1	1	2	2.19073099602247	1	1	1	1	0	1	1	1	0	1	1	1
