onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	0	1	3	n/a	n/a	0	0	0	0	0	0	0	0	0	0	0
14	5	0	2	6	n/a	n/a	0	1	0	0	0	1	0	0	1	0	1
26	5	0	2	8	n/a	n/a	0	0	1	1	0	1	1	1	0	1	1
38	5	1	2	6	2.41732878796756	2	1	0	0	1	0	0	0	0	1	0	0
50	5	0	1	4	4.16314030718058	2	0	1	0	1	1	1	1	1	1	0	1
62	5	0	1	1	n/a	n/a	0	1	0	1	1	1	1	1	1	1	1
74	5	1	2	6	0.22861092700623	2	1	0	0	1	1	0	0	0	0	0	0
86	5	1	1	2	2.27186787989922	1	1	0	0	0	0	0	1	0	1	1	1
98	5	0	2	7	0.728658115956932	2	1	0	0	0	1	0	1	1	0	1	0
110	5	0	1	4	n/a	n/a	0	0	1	1	1	0	0	1	1	1	1
122	5	0	2	10	2.3541051899083	2	1	0	0	0	0	0	0	1	1	0	0
134	5	1	2	6	2.86871508997865	2	1	0	1	1	1	0	1	1	1	1	1
146	5	0	1	2	n/a	n/a	0	1	1	1	1	1	1	1	1	0	1
158	5	1	1	2	n/a	n/a	0	1	0	1	1	0	0	0	0	0	0
170	5	0	2	9	2.37508178688586	2	1	0	0	1	1	0	0	1	0	1	0
182	5	0	2	7	n/a	n/a	0	0	1	1	0	1	0	0	1	1	1
194	5	1	1	4	n/a	n/a	0	1	1	1	1	0	1	0	1	1	1
206	5	0	1	2	n/a	n/a	0	1	0	1	0	0	0	0	0	0	0
218	5	0	2	9	1.13228793395683	2	1	0	0	0	0	0	0	0	0	0	1
230	5	1	1	4	2.87712218682282	2	0	1	1	0	1	1	1	0	1	1	1
