onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	0	2	10	2.15010453294963	2	1	0	0	0	0	0	0	0	0	0	0
14	5	1	1	2	1.70346256601624	1	1	1	0	0	0	1	0	0	1	0	1
26	5	0	1	3	1.14534383686259	1	1	0	1	1	0	1	1	1	0	1	1
38	5	0	2	9	2.45154569600709	2	1	0	0	1	0	0	0	0	1	0	0
50	5	0	1	1	1.19618592597544	1	1	1	0	1	1	1	1	1	1	0	1
62	5	0	1	2	1.63150169095024	1	1	1	0	1	1	1	1	1	1	1	1
74	5	0	2	6	3.0964479339309	2	1	0	0	1	1	0	0	0	0	0	0
86	5	0	1	4	4.27517669601366	2	0	0	0	0	0	0	1	0	1	1	1
98	5	0	2	7	3.29986748006195	2	1	0	0	0	1	0	1	1	0	1	0
110	5	0	1	4	1.05051761586219	1	1	0	1	1	1	0	0	1	1	1	1
122	5	1	2	8	2.15135049307719	2	1	0	0	0	0	0	0	1	1	0	0
134	5	1	1	2	1.25225975294597	1	1	0	1	1	1	0	1	1	1	1	1
146	5	0	1	2	1.31845251610503	1	1	1	1	1	1	1	1	1	1	0	1
158	5	1	2	8	1.51944742584601	2	1	1	0	1	1	0	0	0	0	0	0
170	5	1	1	4	n/a	n/a	0	0	0	1	1	0	0	1	0	1	0
182	5	0	2	8	1.69848710484803	2	1	0	1	1	0	1	0	0	1	1	1
194	5	0	2	9	n/a	n/a	0	1	1	1	1	0	1	0	1	1	1
206	5	1	1	2	1.34118732111529	1	1	1	0	1	0	0	0	0	0	0	0
218	5	1	2	6	1.27226096880622	1	0	0	0	0	0	0	0	0	0	0	1
230	5	0	2	7	2.55323084793054	1	0	1	1	0	1	1	1	0	1	1	1
