onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	1	2	8	2.04684693692252	2	1	0	0	0	0	0	0	0	0	0	0
14	5	0	2	6	1.37586995400488	1	0	1	0	0	0	1	0	0	1	0	1
26	5	0	2	7	1.54688890604302	1	0	0	1	1	0	1	1	1	0	1	1
38	5	0	1	0	1.69073448306881	1	1	0	0	1	0	0	0	0	1	0	0
50	5	0	1	2	3.03386195399798	1	1	1	0	1	1	1	1	1	1	0	1
62	5	1	2	8	1.61181944399141	2	1	1	0	1	1	1	1	1	1	1	1
74	5	1	1	4	1.60762876691297	1	1	0	0	1	1	0	0	0	0	0	0
86	5	0	1	4	1.89637175691314	2	0	0	0	0	0	0	1	0	1	1	1
98	5	0	1	3	2.18615302583203	1	1	0	0	0	1	0	1	1	0	1	0
110	5	0	2	8	2.4754863968119	2	1	0	1	1	1	0	0	1	1	1	1
122	5	1	2	8	4.26853102818131	2	1	0	0	0	0	0	0	1	1	0	0
134	5	0	1	1	1.35043278592639	1	1	0	1	1	1	0	1	1	1	1	1
146	5	1	2	8	0.431784556945786	1	0	1	1	1	1	1	1	1	1	0	1
158	5	0	1	3	1.51232215994969	1	1	1	0	1	1	0	0	0	0	0	0
170	5	1	1	2	1.66520466981456	1	1	0	0	1	1	0	0	1	0	1	0
182	5	0	2	8	3.47519090608694	2	1	0	1	1	0	1	0	0	1	1	1
194	5	0	2	6	1.70167469698936	1	0	1	1	1	1	0	1	0	1	1	1
206	5	0	2	9	2.74638893082738	2	1	1	0	1	0	0	0	0	0	0	0
218	5	1	1	2	1.09137573000044	1	1	0	0	0	0	0	0	0	0	0	1
230	5	0	1	1	1.19927821890451	1	1	1	1	0	1	1	1	0	1	1	1
