onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	1	1	2	2.45604536996689	1	1	0	0	0	0	0	0	0	0	0	0
14	5	0	1	2	2.72139516798779	1	1	1	0	0	0	1	0	0	1	0	1
26	5	1	1	4	3.89956656796858	1	1	0	1	1	0	1	1	1	0	1	1
38	5	0	2	9	1.63222746097017	2	1	0	0	1	0	0	0	0	1	0	0
50	5	0	2	9	1.34548401401844	2	1	1	0	1	1	1	1	1	1	0	1
62	5	1	2	8	2.4417161620222	2	1	1	0	1	1	1	1	1	1	1	1
74	5	1	1	2	2.81670675205532	1	1	0	0	1	1	0	0	0	0	0	0
86	5	0	2	7	1.38588288496248	2	1	0	0	0	0	0	1	0	1	1	1
98	5	1	2	8	1.35415635502432	2	1	0	0	0	1	0	1	1	0	1	0
110	5	1	2	6	3.5310724589508	1	0	0	1	1	1	0	0	1	1	1	1
122	5	0	1	3	3.50155860604718	1	1	0	0	0	0	0	0	1	1	0	0
134	5	0	1	2	2.46324490103871	1	1	0	1	1	1	0	1	1	1	1	1
146	5	0	2	6	3.42390178702772	1	0	1	1	1	1	1	1	1	1	0	1
158	5	0	2	10	1.40037857193965	2	1	1	0	1	1	0	0	0	0	0	0
170	5	0	1	1	2.11358674196526	1	1	0	0	1	1	0	0	1	0	1	0
182	5	0	1	4	2.60338908899575	2	0	0	1	1	0	1	0	0	1	1	1
194	5	0	2	8	1.45745736302342	2	1	1	1	1	1	0	1	0	1	1	1
206	5	0	2	7	2.64212875801604	2	1	1	0	1	0	0	0	0	0	0	0
218	5	0	1	4	2.6785679369932	1	1	0	0	0	0	0	0	0	0	0	1
230	5	1	1	4	3.06452219595667	1	1	1	1	0	1	1	1	0	1	1	1
