onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	1	2	8	3.40482329402585	2	1	0	0	0	0	0	0	0	0	0	0
14	5	0	1	2	2.73446118400898	1	1	1	0	0	0	1	0	0	1	0	1
26	5	0	1	4	3.9595822119154	1	1	0	1	1	0	1	1	1	0	1	1
38	5	1	2	6	2.91352137899958	2	1	0	0	1	0	0	0	0	1	0	0
50	5	0	1	3	2.34600720601156	1	1	1	0	1	1	1	1	1	1	0	1
62	5	0	2	7	2.57973409607075	2	1	1	0	1	1	1	1	1	1	1	1
74	5	1	2	8	1.68541390204336	2	1	0	0	1	1	0	0	0	0	0	0
86	5	1	1	4	2.72675314208027	1	1	0	0	0	0	0	1	0	1	1	1
98	5	0	2	6	3.85589665605221	2	1	0	0	0	1	0	1	1	0	1	0
110	5	1	1	2	2.19395057100337	1	1	0	1	1	1	0	0	1	1	1	1
122	5	0	1	2	2.61817223206162	1	1	0	0	0	0	0	0	1	1	0	0
134	5	0	2	9	1.50709958304651	2	1	0	1	1	1	0	1	1	1	1	1
146	5	0	1	4	4.93907007598318	1	1	1	1	1	1	1	1	1	1	0	1
158	5	0	1	1	3.15072699997108	1	1	1	0	1	1	0	0	0	0	0	0
170	5	0	2	7	2.67953295097686	2	1	0	0	1	1	0	0	1	0	1	0
182	5	0	2	8	2.13831951201428	2	1	0	1	1	0	1	0	0	1	1	1
194	5	1	1	4	1.88330383703578	1	1	1	1	1	1	0	1	0	1	1	1
206	5	0	2	9	n/a	n/a	0	1	0	1	0	0	0	0	0	0	0
218	5	0	1	0	1.82125043799169	1	1	0	0	0	0	0	0	0	0	0	1
230	5	1	1	2	2.26284035097342	1	1	1	1	0	1	1	1	0	1	1	1
