onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	1	2	8	1.5863087605685	1	0	0	0	0	0	0	0	0	0	0	0
14	5	0	1	2	4.15083763934672	2	0	1	0	0	0	1	0	0	1	0	1
26	5	1	1	4	3.56917906738818	2	0	0	1	1	0	1	1	1	0	1	1
38	5	0	1	4	4.33797659911215	2	0	0	0	1	0	0	0	0	1	0	0
50	5	0	2	7	2.27389748580754	2	1	1	0	1	1	1	1	1	1	0	1
62	5	0	2	7	1.88339394703507	2	1	1	0	1	1	1	1	1	1	1	1
74	5	0	2	9	2.49365055374801	1	0	0	0	1	1	0	0	0	0	0	0
86	5	1	1	2	n/a	n/a	0	0	0	0	0	0	1	0	1	1	1
98	5	0	2	6	2.53717911615968	2	1	0	0	0	1	0	1	1	0	1	0
110	5	0	1	0	1.7217818852514	1	1	0	1	1	1	0	0	1	1	1	1
122	5	0	1	2	2.15584812872112	2	0	0	0	0	0	0	0	1	1	0	0
134	5	1	1	4	2.07707321643829	2	0	0	1	1	1	0	1	1	1	1	1
146	5	1	2	8	3.37449714913964	2	1	1	1	1	1	1	1	1	1	0	1
158	5	0	2	8	1.41575678996742	1	0	1	0	1	1	0	0	0	0	0	0
170	5	1	1	2	2.49679905176163	1	1	0	0	1	1	0	0	1	0	1	0
182	5	1	2	6	1.43506430648267	2	1	0	1	1	0	1	0	0	1	1	1
194	5	0	1	4	2.45823680236936	1	1	1	1	1	1	0	1	0	1	1	1
206	5	0	2	9	2.16469408199191	2	1	1	0	1	0	0	0	0	0	0	0
218	5	0	1	1	1.5173858795315	1	1	0	0	0	0	0	0	0	0	0	1
230	5	0	1	3	3.69478090293705	2	0	1	1	0	1	1	1	0	1	1	1
