onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	1	1	4	3.01850565196946	1	1	0	0	0	0	0	0	0	0	0	0
14	5	0	2	10	1.62671949702781	2	1	1	0	0	0	1	0	0	1	0	1
26	5	1	2	8	3.00278653000714	2	1	0	1	1	0	1	1	1	0	1	1
38	5	0	1	4	2.14196963194991	2	0	0	0	1	0	0	0	0	1	0	0
50	5	1	1	2	2.03995483595645	1	1	1	0	1	1	1	1	1	1	0	1
62	5	0	1	1	2.04163391102338	1	1	1	0	1	1	1	1	1	1	1	1
74	5	1	2	8	1.5462745729601	2	1	0	0	1	1	0	0	0	0	0	0
86	5	0	2	7	3.70908091799356	1	0	0	0	0	0	0	1	0	1	1	1
98	5	0	1	3	2.26869725098368	1	1	0	0	0	1	0	1	1	0	1	0
110	5	0	1	4	3.27921716996934	1	1	0	1	1	1	0	0	1	1	1	1
122	5	0	2	7	1.83126850798726	2	1	0	0	0	0	0	0	1	1	0	0
134	5	0	1	2	2.36190204694867	1	1	0	1	1	1	0	1	1	1	1	1
146	5	1	1	2	2.69078191701556	1	1	1	1	1	1	1	1	1	1	0	1
158	5	1	2	8	3.65666047798004	2	1	1	0	1	1	0	0	0	0	0	0
170	5	0	2	9	2.73788509197766	2	1	0	0	1	1	0	0	1	0	1	0
182	5	0	1	2	2.61191668198444	1	1	0	1	1	0	1	0	0	1	1	1
194	5	0	2	9	n/a	n/a	0	1	1	1	1	0	1	0	1	1	1
206	5	0	2	8	1.67277144797845	2	1	1	0	1	0	0	0	0	0	0	0
218	5	0	2	6	1.4594021809753	2	1	0	0	0	0	0	0	0	0	0	1
230	5	1	1	4	3.39678226405522	2	0	1	1	0	1	1	1	0	1	1	1
