onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	0	2	6	1.28580095403595	2	1	0	0	0	0	0	0	0	0	0	0
14	5	1	2	6	3.07423209398985	2	1	1	0	0	0	1	0	0	1	0	1
26	5	0	2	9	2.21121045498876	2	1	0	1	1	0	1	1	1	0	1	1
38	5	0	1	3	1.92519768397324	1	1	0	0	1	0	0	0	0	1	0	0
50	5	0	1	1	3.28538895800011	1	1	1	0	1	1	1	1	1	1	0	1
62	5	0	1	1	2.19205601798603	2	0	1	0	1	1	1	1	1	1	1	1
74	5	0	2	7	3.28821892401902	1	0	0	0	1	1	0	0	0	0	0	0
86	5	0	1	2	1.67469772801269	2	0	0	0	0	0	0	1	0	1	1	1
98	5	1	2	8	2.54736192297423	2	1	0	0	0	1	0	1	1	0	1	0
110	5	1	2	6	1.94073711900273	2	1	0	1	1	1	0	0	1	1	1	1
122	5	0	1	3	3.89336497097975	1	1	0	0	0	0	0	0	1	1	0	0
134	5	1	1	2	2.87137978698593	1	1	0	1	1	1	0	1	1	1	1	1
146	5	0	2	8	1.79222438699799	2	1	1	1	1	1	1	1	1	1	0	1
158	5	0	2	10	1.73825061903335	2	1	1	0	1	1	0	0	0	0	0	0
170	5	1	1	4	2.53213500202401	1	1	0	0	1	1	0	0	1	0	1	0
182	5	1	2	6	2.66841187200043	2	1	0	1	1	0	1	0	0	1	1	1
194	5	0	2	8	1.82976137497462	2	1	1	1	1	1	0	1	0	1	1	1
206	5	0	1	4	1.97520559298573	2	0	1	0	1	0	0	0	0	0	0	0
218	5	0	2	6	3.5203436309821	1	0	0	0	0	0	0	0	0	0	0	1
230	5	1	1	2	2.69715461501619	1	1	1	1	0	1	1	1	0	1	1	1
