onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	0	2	8	1.92340054502711	2	1	0	0	0	0	0	0	0	0	0	0
14	5	0	1	3	2.54870563204167	1	1	1	0	0	0	1	0	0	1	0	1
26	5	0	1	4	3.87760643602815	1	1	0	1	1	0	1	1	1	0	1	1
38	5	0	2	7	3.61478659301065	2	1	0	0	1	0	0	0	0	1	0	0
50	5	1	1	2	2.54434324696194	1	1	1	0	1	1	1	1	1	1	0	1
62	5	0	1	0	2.52174356300384	1	1	1	0	1	1	1	1	1	1	1	1
74	5	0	1	3	4.09944972000085	2	0	0	0	1	1	0	0	0	0	0	0
86	5	0	2	8	n/a	n/a	0	0	0	0	0	0	1	0	1	1	1
98	5	1	2	6	3.67743083799724	2	1	0	0	0	1	0	1	1	0	1	0
110	5	0	1	1	2.39134339202428	1	1	0	1	1	1	0	0	1	1	1	1
122	5	1	2	8	4.68031253799563	2	1	0	0	0	0	0	0	1	1	0	0
134	5	1	1	2	2.25752157199895	1	1	0	1	1	1	0	1	1	1	1	1
146	5	0	2	6	2.39494820602704	2	1	1	1	1	1	1	1	1	1	0	1
158	5	1	2	8	2.25177609000821	2	1	1	0	1	1	0	0	0	0	0	0
170	5	0	2	9	3.86909079598263	2	1	0	0	1	1	0	0	1	0	1	0
182	5	0	1	1	3.01391370198689	1	1	0	1	1	0	1	0	0	1	1	1
194	5	1	2	6	3.67943646904314	1	0	1	1	1	1	0	1	0	1	1	1
206	5	0	2	6	3.33597534702858	2	1	1	0	1	0	0	0	0	0	0	0
218	5	1	1	4	4.20205607998651	1	1	0	0	0	0	0	0	0	0	0	1
230	5	0	1	2	3.10645736800507	1	1	1	1	0	1	1	1	0	1	1	1
