onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	0	1	2	4.04945425200276	1	1	0	0	0	0	0	0	0	0	0	0
14	5	1	1	4	2.89105805999134	1	1	1	0	0	0	1	0	0	1	0	1
26	5	0	2	7	2.54849107703194	2	1	0	1	1	0	1	1	1	0	1	1
38	5	1	2	8	2.57329456502339	2	1	0	0	1	0	0	0	0	1	0	0
50	5	0	1	3	2.43880313495174	1	1	1	0	1	1	1	1	1	1	0	1
62	5	0	1	4	2.83291008399101	1	1	1	0	1	1	1	1	1	1	1	1
74	5	0	2	6	0.0172418120200746	2	1	0	0	1	1	0	0	0	0	0	0
86	5	1	2	6	4.46206818398787	2	1	0	0	0	0	0	1	0	1	1	1
98	5	0	1	0	1.87089282902889	1	1	0	0	0	1	0	1	1	0	1	0
110	5	0	1	1	1.86926103598671	1	1	0	1	1	1	0	0	1	1	1	1
122	5	1	1	2	2.59824255300919	1	1	0	0	0	0	0	0	1	1	0	0
134	5	0	2	7	1.79207654995844	2	1	0	1	1	1	0	1	1	1	1	1
146	5	0	2	8	2.16944498900557	2	1	1	1	1	1	1	1	1	1	0	1
158	5	0	1	4	4.43526537198341	2	0	1	0	1	1	0	0	0	0	0	0
170	5	0	2	9	1.95583737199195	2	1	0	0	1	1	0	0	1	0	1	0
182	5	1	2	8	1.84536592598306	2	1	0	1	1	0	1	0	0	1	1	1
194	5	0	1	2	2.95942017697962	1	1	1	1	1	1	0	1	0	1	1	1
206	5	0	2	9	2.60054635099368	2	1	1	0	1	0	0	0	0	0	0	0
218	5	1	1	2	3.72995657497086	1	1	0	0	0	0	0	0	0	0	0	1
230	5	1	1	4	2.45167022000533	2	0	1	1	0	1	1	1	0	1	1	1
