onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	1	1	4	1.9779683080269	1	1	0	0	0	0	0	0	0	0	0	0
14	5	0	2	8	1.650234058965	2	1	1	0	0	0	1	0	0	1	0	1
26	5	1	2	8	1.6816741359653	1	0	0	1	1	0	1	1	1	0	1	1
38	5	0	2	7	2.65093631099444	1	0	0	0	1	0	0	0	0	1	0	0
50	5	0	1	4	0.877829131961334	1	1	1	0	1	1	1	1	1	1	0	1
62	5	0	1	1	1.57569626695476	1	1	1	0	1	1	1	1	1	1	1	1
74	5	0	2	8	1.85625304101268	2	1	0	0	1	1	0	0	0	0	0	0
86	5	1	2	6	1.92228514602175	2	1	0	0	0	0	0	1	0	1	1	1
98	5	0	2	9	2.03508752398193	2	1	0	0	0	1	0	1	1	0	1	0
110	5	0	1	3	1.28421839600196	1	1	0	1	1	1	0	0	1	1	1	1
122	5	1	2	6	n/a	n/a	0	0	0	0	0	0	0	1	1	0	0
134	5	0	2	6	1.10260177403688	1	0	0	1	1	1	0	1	1	1	1	1
146	5	1	1	4	1.04869448603131	1	1	1	1	1	1	1	1	1	1	0	1
158	5	0	1	1	1.1451910759788	1	1	1	0	1	1	0	0	0	0	0	0
170	5	0	1	3	1.10669948201394	1	1	0	0	1	1	0	0	1	0	1	0
182	5	0	2	6	2.29171556100482	1	0	0	1	1	0	1	0	0	1	1	1
194	5	1	1	4	1.44451110903174	1	1	1	1	1	1	0	1	0	1	1	1
206	5	1	2	8	1.47089036699617	2	1	1	0	1	0	0	0	0	0	0	0
218	5	0	2	10	1.35202557896264	2	1	0	0	0	0	0	0	0	0	0	1
230	5	0	1	2	1.81651704502292	1	1	1	1	0	1	1	1	0	1	1	1
