onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	0	1	4	2.78135857300367	2	0	0	0	0	0	0	0	0	0	0	0
14	5	0	2	9	1.30260307400022	2	1	1	0	0	0	1	0	0	1	0	1
26	5	0	1	2	2.22338210098678	1	1	0	1	1	0	1	1	1	0	1	1
38	5	0	2	9	1.51163294998696	2	1	0	0	1	0	0	0	0	1	0	0
50	5	1	2	6	1.15466735698283	2	1	1	0	1	1	1	1	1	1	0	1
62	5	0	2	6	1.53135342302267	2	1	1	0	1	1	1	1	1	1	1	1
74	5	1	1	2	2.24799380201148	1	1	0	0	1	1	0	0	0	0	0	0
86	5	1	1	2	1.90449887898285	1	1	0	0	0	0	0	1	0	1	1	1
98	5	0	1	2	1.02531960600754	1	1	0	0	0	1	0	1	1	0	1	0
110	5	1	2	8	1.12297541898442	2	1	0	1	1	1	0	0	1	1	1	1
122	5	0	1	3	1.84543504501926	1	1	0	0	0	0	0	0	1	1	0	0
134	5	1	2	8	1.05029645498144	2	1	0	1	1	1	0	1	1	1	1	1
146	5	0	2	7	1.68339876300888	2	1	1	1	1	1	1	1	1	1	0	1
158	5	0	2	7	1.30801444500685	2	1	1	0	1	1	0	0	0	0	0	0
170	5	0	1	0	1.40611728897784	1	1	0	0	1	1	0	0	1	0	1	0
182	5	1	1	2	1.54270600900054	1	1	0	1	1	0	1	0	0	1	1	1
194	5	0	1	1	1.13757883798098	1	1	1	1	1	1	0	1	0	1	1	1
206	5	0	2	8	1.32224405999295	2	1	1	0	1	0	0	0	0	0	0	0
218	5	0	1	4	1.14013036905089	1	1	0	0	0	0	0	0	0	0	0	1
230	5	1	1	2	1.06914664496435	1	1	1	1	0	1	1	1	0	1	1	1
