onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	1	2	8	1.25422022602288	2	1	0	0	0	0	0	0	0	0	0	0
14	5	1	2	6	1.9109309950145	2	1	1	0	0	0	1	0	0	1	0	1
26	5	0	2	10	1.66519119596342	2	1	0	1	1	0	1	1	1	0	1	1
38	5	0	1	3	1.37113392801257	1	1	0	0	1	0	0	0	0	1	0	0
50	5	0	1	1	1.0271833469742	1	1	1	0	1	1	1	1	1	1	0	1
62	5	0	2	6	1.50859671697253	2	1	1	0	1	1	1	1	1	1	1	1
74	5	1	1	4	2.50224339700071	1	1	0	0	1	1	0	0	0	0	0	0
86	5	0	1	2	2.28759193199221	1	1	0	0	0	0	0	1	0	1	1	1
98	5	0	2	8	1.28213052096544	1	0	0	0	0	1	0	1	1	0	1	0
110	5	1	2	8	1.473540011968	2	1	0	1	1	1	0	0	1	1	1	1
122	5	0	2	7	1.4195495119784	1	0	0	0	0	0	0	0	1	1	0	0
134	5	0	1	1	2.31724702200154	1	1	0	1	1	1	0	1	1	1	1	1
146	5	0	1	3	1.11711491795722	1	1	1	1	1	1	1	1	1	1	0	1
158	5	1	2	6	1.41508741502184	2	1	1	0	1	1	0	0	0	0	0	0
170	5	1	1	2	1.49671201297315	1	1	0	0	1	1	0	0	1	0	1	0
182	5	0	2	6	2.13732126296964	2	1	0	1	1	0	1	0	0	1	1	1
194	5	0	2	9	1.68054511601804	2	1	1	1	1	1	0	1	0	1	1	1
206	5	1	1	4	1.34592368104495	1	1	1	0	1	0	0	0	0	0	0	0
218	5	0	1	4	1.78965883504134	2	0	0	0	0	0	0	0	0	0	0	1
230	5	0	2	8	2.33375084598083	2	1	1	1	0	1	1	1	0	1	1	1
