onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	0	2	6	1.31892097200034	1	0	0	0	0	0	0	0	0	0	0	0
14	5	1	1	2	2.09612210298656	2	0	1	0	0	0	1	0	0	1	0	1
26	5	0	2	8	1.61790913000004	2	1	0	1	1	0	1	1	1	0	1	1
38	5	0	1	1	1.18094675202155	1	1	0	0	1	0	0	0	0	1	0	0
50	5	0	1	3	1.41429756901925	1	1	1	0	1	1	1	1	1	1	0	1
62	5	0	2	6	3.2160363800358	2	1	1	0	1	1	1	1	1	1	1	1
74	5	0	1	4	1.342394717969	1	1	0	0	1	1	0	0	0	0	0	0
86	5	0	2	9	1.63910574803594	2	1	0	0	0	0	0	1	0	1	1	1
98	5	1	2	6	2.28114572295453	2	1	0	0	0	1	0	1	1	0	1	0
110	5	1	2	8	1.97842304903315	2	1	0	1	1	1	0	0	1	1	1	1
122	5	0	1	1	1.29974843503442	1	1	0	0	0	0	0	0	1	1	0	0
134	5	1	1	2	1.38125986000523	1	1	0	1	1	1	0	1	1	1	1	1
146	5	1	2	6	2.71101383498171	1	0	1	1	1	1	1	1	1	1	0	1
158	5	0	1	2	1.46412845002487	1	1	1	0	1	1	0	0	0	0	0	0
170	5	0	1	3	1.23294875799911	1	1	0	0	1	1	0	0	1	0	1	0
182	5	1	2	8	2.44318377098534	2	1	0	1	1	0	1	0	0	1	1	1
194	5	0	1	0	1.10040256701177	1	1	1	1	1	1	0	1	0	1	1	1
206	5	0	2	7	2.52436462102924	1	0	1	0	1	0	0	0	0	0	0	0
218	5	0	2	8	1.15812854899559	2	1	0	0	0	0	0	0	0	0	0	1
230	5	1	1	4	1.3439123959979	2	0	1	1	0	1	1	1	0	1	1	1
