onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	0	1	2	0.799529284995515	1	1	0	0	0	0	0	0	0	0	0	0
14	5	1	2	8	1.82455222698627	2	1	1	0	0	0	1	0	0	1	0	1
26	5	0	1	4	1.08298018097412	2	0	0	1	1	0	1	1	1	0	1	1
38	5	0	1	2	1.1638580840081	1	1	0	0	1	0	0	0	0	1	0	0
50	5	0	2	10	1.69293521699728	2	1	1	0	1	1	1	1	1	1	0	1
62	5	0	2	7	1.28457178099779	1	0	1	0	1	1	1	1	1	1	1	1
74	5	1	1	2	1.07137174002128	1	1	0	0	1	1	0	0	0	0	0	0
86	5	0	2	8	1.73625560599612	2	1	0	0	0	0	0	1	0	1	1	1
98	5	0	1	3	1.5290998640121	1	1	0	0	0	1	0	1	1	0	1	0
110	5	1	1	2	1.46659195405664	2	0	0	1	1	1	0	0	1	1	1	1
122	5	0	2	9	1.3555660690181	2	1	0	0	0	0	0	0	1	1	0	0
134	5	0	2	7	1.12537348899059	1	0	0	1	1	1	0	1	1	1	1	1
146	5	0	1	4	1.35812962899217	1	1	1	1	1	1	1	1	1	1	0	1
158	5	0	2	9	2.63953758805292	2	1	1	0	1	1	0	0	0	0	0	0
170	5	1	1	4	1.52127183799166	1	1	0	0	1	1	0	0	1	0	1	0
182	5	1	2	6	1.69095253001433	2	1	0	1	1	0	1	0	0	1	1	1
194	5	0	1	1	1.31662807398243	1	1	1	1	1	1	0	1	0	1	1	1
206	5	1	1	4	2.94943691603839	2	0	1	0	1	0	0	0	0	0	0	0
218	5	0	2	6	1.8774065959733	2	1	0	0	0	0	0	0	0	0	0	1
230	5	1	2	6	2.270889391948	1	0	1	1	0	1	1	1	0	1	1	1
