onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	0	1	2	1.13307859400811	1	1	0	0	0	0	0	0	0	0	0	0
14	5	0	1	2	n/a	n/a	0	1	0	0	0	1	0	0	1	0	1
26	5	0	2	9	1.20008355399477	2	1	0	1	1	0	1	1	1	0	1	1
38	5	1	1	2	1.72079475699866	1	1	0	0	1	0	0	0	0	1	0	0
50	5	1	2	8	1.30682105399319	2	1	1	0	1	1	1	1	1	1	0	1
62	5	0	2	8	2.51076825500058	2	1	1	0	1	1	1	1	1	1	1	1
74	5	0	1	1	2.39897529799782	1	1	0	0	1	1	0	0	0	0	0	0
86	5	0	1	0	1.3176886029978	1	1	0	0	0	0	0	1	0	1	1	1
98	5	0	2	7	2.29410015699978	1	0	0	0	0	1	0	1	1	0	1	0
110	5	0	2	7	1.31140991499706	2	1	0	1	1	1	0	0	1	1	1	1
122	5	0	2	9	1.80119060499419	2	1	0	0	0	0	0	0	1	1	0	0
134	5	0	1	3	0.978792409994639	1	1	0	1	1	1	0	1	1	1	1	1
146	5	1	2	6	2.26708044500265	2	1	1	1	1	1	1	1	1	1	0	1
158	5	0	1	4	1.05282617898774	1	1	1	0	1	1	0	0	0	0	0	0
170	5	1	1	4	1.71878345399455	1	1	0	0	1	1	0	0	1	0	1	0
182	5	1	2	6	0.831701110000722	2	1	0	1	1	0	1	0	0	1	1	1
194	5	0	1	4	2.4330635679944	2	0	1	1	1	1	0	1	0	1	1	1
206	5	1	1	2	1.72627723500773	1	1	1	0	1	0	0	0	0	0	0	0
218	5	0	2	6	3.32006613099657	2	1	0	0	0	0	0	0	0	0	0	1
230	5	1	1	2	1.82556681899587	1	1	1	1	0	1	1	1	0	1	1	1
