onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	0	2	6	2.67085455400229	2	1	0	0	0	0	0	0	0	0	0	0
14	5	0	2	6	2.16328781899938	1	0	1	0	0	0	1	0	0	1	0	1
26	5	1	2	8	1.30775563100178	2	1	0	1	1	0	1	1	1	0	1	1
38	5	0	1	2	2.66184881600202	1	1	0	0	1	0	0	0	0	1	0	0
50	5	1	1	2	1.92655745201046	1	1	1	0	1	1	1	1	1	1	0	1
62	5	0	2	10	0.965938061999623	2	1	1	0	1	1	1	1	1	1	1	1
74	5	0	2	8	1.17577307298779	2	1	0	0	1	1	0	0	0	0	0	0
86	5	0	1	1	1.8082275140041	1	1	0	0	0	0	0	1	0	1	1	1
98	5	1	2	6	1.12206266800058	2	1	0	0	0	1	0	1	1	0	1	0
110	5	0	1	4	2.13914667299832	1	1	0	1	1	1	0	0	1	1	1	1
122	5	1	1	2	n/a	n/a	0	0	0	0	0	0	0	1	1	0	0
134	5	1	2	6	2.64679204201093	1	0	0	1	1	1	0	1	1	1	1	1
146	5	0	1	3	1.31195687199943	1	1	1	1	1	1	1	1	1	1	0	1
158	5	0	2	8	2.0487481450109	2	1	1	0	1	1	0	0	0	0	0	0
170	5	0	2	7	0.914364035998005	2	1	0	0	1	1	0	0	1	0	1	0
182	5	1	2	8	1.17921021199436	2	1	0	1	1	0	1	0	0	1	1	1
194	5	0	1	1	1.01291248800408	1	1	1	1	1	1	0	1	0	1	1	1
206	5	1	1	2	1.79771472098946	1	1	1	0	1	0	0	0	0	0	0	0
218	5	0	1	3	1.83956861199113	2	0	0	0	0	0	0	0	0	0	0	1
230	5	0	2	9	1.00037158599298	2	1	1	1	0	1	1	1	0	1	1	1
