onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	0	2	9	2.92478400003165	2	1	0	0	0	0	0	0	0	0	0	0
14	5	0	2	7	3.34543405938894	2	1	1	0	0	0	1	0	0	1	0	1
26	5	0	2	8	1.97841390408576	2	1	0	1	1	0	1	1	1	0	1	1
38	5	0	1	1	2.26894554495811	1	1	0	0	1	0	0	0	0	1	0	0
50	5	1	1	2	3.05366515181959	1	1	1	0	1	1	1	1	1	1	0	1
62	5	1	2	6	n/a	n/a	0	1	0	1	1	1	1	1	1	1	1
74	5	0	1	2	1.87250873306766	1	1	0	0	1	1	0	0	0	0	0	0
86	5	0	1	4	2.42668750276789	1	1	0	0	0	0	0	1	0	1	1	1
98	5	0	2	8	1.5619789888151	2	1	0	0	0	1	0	1	1	0	1	0
110	5	0	2	10	1.19605653034523	2	1	0	1	1	1	0	0	1	1	1	1
122	5	1	1	4	2.80592278530821	1	1	0	0	0	0	0	0	1	1	0	0
134	5	1	1	4	2.59950023004785	1	1	0	1	1	1	0	1	1	1	1	1
146	5	0	2	6	4.0969761069864	1	0	1	1	1	1	1	1	1	1	0	1
158	5	0	1	1	1.76154626393691	1	1	1	0	1	1	0	0	0	0	0	0
170	5	1	2	8	1.68377731973305	2	1	0	0	1	1	0	0	1	0	1	0
182	5	1	2	8	2.06125278025866	2	1	0	1	1	0	1	0	0	1	1	1
194	5	0	1	3	4.03852179925889	2	0	1	1	1	1	0	1	0	1	1	1
206	5	0	1	3	1.82396755181253	1	1	1	0	1	0	0	0	0	0	0	0
218	5	1	2	8	3.41683363681659	2	1	0	0	0	0	0	0	0	0	0	1
230	5	0	2	6	1.75434593623504	2	1	1	1	0	1	1	1	0	1	1	1
