onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	1	1	2	2.74916610773653	1	1	0	0	0	0	0	0	0	0	0	0
14	5	0	1	2	2.2713983389549	1	1	1	0	0	0	1	0	0	1	0	1
26	5	0	1	0	1.94464063411579	1	1	0	1	1	0	1	1	1	0	1	1
38	5	1	2	8	1.49842077307403	2	1	0	0	1	0	0	0	0	1	0	0
50	5	1	1	2	1.85733470926061	1	1	1	0	1	1	1	1	1	1	0	1
62	5	0	2	9	1.74747503828257	2	1	1	0	1	1	1	1	1	1	1	1
74	5	1	2	6	2.2855992349796	2	1	0	0	1	1	0	0	0	0	0	0
86	5	0	2	6	2.959483332932	1	0	0	0	0	0	0	1	0	1	1	1
98	5	0	1	3	2.0571081773378	2	0	0	0	0	1	0	1	1	0	1	0
110	5	0	2	8	2.77803382184356	2	1	0	1	1	1	0	0	1	1	1	1
122	5	0	1	2	2.38582396833226	1	1	0	0	0	0	0	0	1	1	0	0
134	5	1	2	8	1.37192859780043	2	1	0	1	1	1	0	1	1	1	1	1
146	5	0	2	7	2.32465159986168	2	1	1	1	1	1	1	1	1	1	0	1
158	5	1	1	4	3.03801542473957	1	1	1	0	1	1	0	0	0	0	0	0
170	5	0	1	4	2.61682054679841	1	1	0	0	1	1	0	0	1	0	1	0
182	5	0	2	7	1.88266334123909	2	1	0	1	1	0	1	0	0	1	1	1
194	5	0	1	1	2.17901954799891	1	1	1	1	1	1	0	1	0	1	1	1
206	5	1	1	2	1.74728156905621	1	1	1	0	1	0	0	0	0	0	0	0
218	5	0	2	9	1.85340179502964	2	1	0	0	0	0	0	0	0	0	0	1
230	5	0	1	4	1.64674666430801	2	0	1	1	0	1	1	1	0	1	1	1
