onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	0	1	2	1.66234869277105	2	0	0	0	0	0	0	0	0	0	0	0
14	5	0	1	2	0.974815007764846	1	1	1	0	0	0	1	0	0	1	0	1
26	5	0	1	4	1.19276654534042	1	1	0	1	1	0	1	1	1	0	1	1
38	5	0	2	7	3.13035467406735	1	0	0	0	1	0	0	0	0	1	0	0
50	5	1	1	2	1.16417005937546	1	1	1	0	1	1	1	1	1	1	0	1
62	5	0	2	8	3.81348045123741	1	0	1	0	1	1	1	1	1	1	1	1
74	5	0	1	1	4.15904519287869	1	1	0	0	1	1	0	0	0	0	0	0
86	5	1	2	8	n/a	n/a	0	0	0	0	0	0	1	0	1	1	1
98	5	0	1	0	0.929986409842968	1	1	0	0	0	1	0	1	1	0	1	0
110	5	0	2	9	1.73823162307963	2	1	0	1	1	1	0	0	1	1	1	1
122	5	1	1	2	0.89134818315506	1	1	0	0	0	0	0	0	1	1	0	0
134	5	1	1	2	1.50740089314058	1	1	0	1	1	1	0	1	1	1	1	1
146	5	0	2	7	1.19004857493564	2	1	1	1	1	1	1	1	1	1	0	1
158	5	0	1	3	1.43978030374274	1	1	1	0	1	1	0	0	0	0	0	0
170	5	0	2	9	1.30428211437538	2	1	0	0	1	1	0	0	1	0	1	0
182	5	1	2	6	1.05902955075726	1	0	0	1	1	0	1	0	0	1	1	1
194	5	0	2	6	0.812046386767179	2	1	1	1	1	1	0	1	0	1	1	1
206	5	1	1	4	1.38167596282437	1	1	1	0	1	0	0	0	0	0	0	0
218	5	1	2	8	1.22194411512464	2	1	0	0	0	0	0	0	0	0	0	1
230	5	0	1	4	1.0380437579006	1	1	1	1	0	1	1	1	0	1	1	1
