onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	0	2	9	1.09078968409449	2	1	0	0	0	0	0	0	0	0	0	0
14	5	1	2	6	0.973807132802904	2	1	1	0	0	0	1	0	0	1	0	1
26	5	1	1	2	1.01498927315697	1	1	0	1	1	0	1	1	1	0	1	1
38	5	0	2	8	1.19898745510727	1	0	0	0	1	0	0	0	0	1	0	0
50	5	1	2	8	3.04100735392421	2	1	1	0	1	1	1	1	1	1	0	1
62	5	0	1	1	0.723371918313205	1	1	1	0	1	1	1	1	1	1	1	1
74	5	1	2	6	1.15591000020504	1	0	0	0	1	1	0	0	0	0	0	0
86	5	0	1	1	0.902640578337014	1	1	0	0	0	0	0	1	0	1	1	1
98	5	1	1	4	2.21517120720819	2	0	0	0	0	1	0	1	1	0	1	0
110	5	0	2	8	1.0085607287474	2	1	0	1	1	1	0	0	1	1	1	1
122	5	0	2	6	0.9624367877841	1	0	0	0	0	0	0	0	1	1	0	0
134	5	1	1	4	2.95576243894175	2	0	0	1	1	1	0	1	1	1	1	1
146	5	0	1	3	1.34582618298009	2	0	1	1	1	1	1	1	1	1	0	1
158	5	0	1	4	4.51805796427652	2	0	1	0	1	1	0	0	0	0	0	0
170	5	1	2	6	0.82271372154355	1	0	0	0	1	1	0	0	1	0	1	0
182	5	0	2	10	0.600782756693661	2	1	0	1	1	0	1	0	0	1	1	1
194	5	0	1	2	0.92212611110881	1	1	1	1	1	1	0	1	0	1	1	1
206	5	0	2	6	0.747022436000407	2	1	1	0	1	0	0	0	0	0	0	0
218	5	0	2	7	n/a	n/a	0	0	0	0	0	0	0	0	0	0	1
230	5	0	1	3	0.76643652934581	1	1	1	1	0	1	1	1	0	1	1	1
